input,pred_before,pred_after,GT
"Jason had Pokemon cards . He gave 9 to his friends . He now has 4 Pokemon cards . How many Pokemon cards did he have to start with ?
A fun problem!

Let's break it down:

Jason gave 9 Pokémon cards to his friends.
He now has 4 Pokémon cards left.

To find out how many Pokémon cards he had to start with, we need to add the 9 cards he gave away to the 4 cards he has left:

9 (cards given away) + 4 (cards left) = 13

So, Jason had 13 Pokémon cards to start with!
Therefore, the answer (arabic numerals) is
13
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{13.0},13.0,13.0
"Mary had 7 nickels in her bank . Her dad gave her 5 nickels . How many nickels does Mary have now ?
Let's count the nickels!

Mary started with 7 nickels.

Her dad gave her 5 more nickels.

To find the total number of nickels Mary has now, we add the two amounts together:

7 (initial nickels) + 5 (additional nickels) = 12

So, Mary has 12 nickels now!
Therefore, the answer (arabic numerals) is
12
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{12.0},12.0,12.0
"Keith grew 6 turnips . Alyssa grew 9 turnips . How many turnips did they grow in all ?
A simple math problem!

Keith grew 6 turnips.
Alyssa grew 9 turnips.

To find the total number of turnips they grew, we add the two numbers together:

6 + 9 = 15

So, Keith and Alyssa grew 15 turnips in all!
Therefore, the answer (arabic numerals) is
15
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{15.0},15.0,15.0
"Mary has 9 yellow marbles Joan has 3 yellow marbles . How many yellow marbles do they have in all ?
Let's count the yellow marbles!

Mary has 9 yellow marbles.
Joan has 3 yellow marbles.

To find the total number of yellow marbles, we add the number of marbles they each have:

9 (Mary's marbles) + 3 (Joan's marbles) = 12

So, they have 12 yellow marbles in all!
Therefore, the answer (arabic numerals) is
12
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{12.0},12.0,12.0
"Sally grew 6 carrots . Fred grew 4 carrots . How many carrots did they grow in all ?
Let's count the carrots!

Sally grew 6 carrots.
Fred grew 4 carrots.

To find the total number of carrots, we add the number of carrots Sally grew to the number of carrots Fred grew:

6 (Sally's carrots) + 4 (Fred's carrots) = 10

So, Sally and Fred grew 10 carrots in all!
Therefore, the answer (arabic numerals) is
10
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{10.0},10.0,10.0
"Tom found 5 seashells on the beach . he gave Jessica 2 of the seashells . How many seashells does he now have ?
Tom found 5 seashells. He gave 2 away. So he has 5 - 2 = 3 seashells left.
Therefore, the answer (arabic numerals) is
3
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{3.0},3.0,3.0
"Fred has 5 baseball cards . Melanie bought 3 of Fred 's baseball cards . How many baseball cards does Fred have now ?
Fred had 5 baseball cards. Melanie bought 3 of them. So Fred has 5 - 3 = 2 baseball cards now.
Therefore, the answer (arabic numerals) is
2
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{2.0},2.0,2.0
"Mary had 8 potatoes in the garden . The rabbits ate 3 of the potatoes . How many potatoes does Mary now have ?
Let's subtract the number of potatoes eaten by the rabbits from the original number of potatoes Mary had:

8 (original potatoes) - 3 (potatoes eaten) = 5

So, Mary now has 5 potatoes in the garden.
Therefore, the answer (arabic numerals) is
5
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5.0},5.0,5.0
"There are 9 oak trees currently in the park . Park workers had to cut down 2 oak trees that were damaged . How many oak trees will the park have when the workers are finished ?
There were originally 9 oak trees. After 2 were cut down, there will be 9 - 2 = 7 oak trees. The answer is 7.
Therefore, the answer (arabic numerals) is
7
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{7.0},7.0,7.0
"Jessica had 8 quarters in her bank . Her sister borrowed 3 of her quarters . How many quarters does Jessica have now ?
Jessica had 8 quarters. Her sister borrowed 3. So she has 8 - 3 = 5 quarters left. The answer is 5.
Therefore, the answer (arabic numerals) is
5
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5.0},5.0,5.0
"A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ?
The restaurant made 9 hamburgers. 3 were served. So 9 - 3 = 6 hamburgers were left over. The answer is 6.
Therefore, the answer (arabic numerals) is
6
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{6.0},6.0,6.0
"There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ?
Let's count the crayons!

There were 7 crayons in the drawer initially.

Mary took 3 crayons out of the drawer, so we subtract 3 from 7:

7 - 3 = 4

There are 4 crayons left in the drawer now.
Therefore, the answer (arabic numerals) is
4
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{4.0},4.0,4.0
"Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ?
Dan started with 9 limes. He gave 4 away. So he has 9 - 4 = 5 limes left.
#### 5
Therefore, the answer (arabic numerals) is
5
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5.0},5.0,5.0
"Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ?
Joan started with 9 blue balloons. She lost 2, so she has:

9 - 2 = 7

Joan has 7 blue balloons now.
Therefore, the answer (arabic numerals) is
7
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{7.0},7.0,7.0
"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ?
Joan started with 43 apples. She gave 27 to Melanie. So she has 43 - 27 = 16 apples left.
#### 16
Therefore, the answer (arabic numerals) is
16
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{16.0},16.0,16.0
"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ?
Tom started with 30 violet balloons. He gave Fred 16, so he has:

30 - 16 = 14

Tom now has 14 violet balloons.
Therefore, the answer (arabic numerals) is
14
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{14.0},14.0,14.0
"Fred has 40 baseball cards . Keith bought 22 of Fred 's baseball cards . How many baseball cards does Fred have now ?
Fred had 40 baseball cards. Keith bought 22 of them. So Fred has 40 - 22 = 18 left.
#### 18
Therefore, the answer (arabic numerals) is
18
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{18.0},18.0,18.0
"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ?
Fred started with 47 seashells. He gave 25 away, so he has 47 - 25 = 22 seashells left.
Therefore, the answer (arabic numerals) is
22
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{22.0},22.0,22.0
"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ?
Sara started with 43 pumpkins. The rabbits ate 23 pumpkins. So Sara has 43 - 23 pumpkins left. 43 - 23 is 20.
#### 20
Therefore, the answer (arabic numerals) is
20
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{20.0},20.0,20.0
"Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ?
Joan started with 33 books. She sold 26 books. 33 - 26 = 7. The answer is 7.
Therefore, the answer (arabic numerals) is
7
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{7.0},7.0,7.0
"There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ?
There were 46 rulers. After taking 25, there are 46 - 25 = 21 rulers left.
#### 21
Therefore, the answer (arabic numerals) is
21
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{21.0},21.0,21.0
"There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ?
There were originally 33 oak trees. After cutting down 18, there will be 33 - 18 = 15 left. The answer is 15.
Therefore, the answer (arabic numerals) is
15
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{15.0},15.0,15.0
"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ?
Joan purchased a basketball game for 5.20 dollars. A racing game for 4.23 dollars. 5.20 + 4.23 = 9.43. The answer is 9.43.
Therefore, the answer (arabic numerals) is
9.43
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{9.43},9.43,9.43
"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?
Mike bought a trumpet for 145.16 dollars, and a song book for 5.84 dollars. 145.16 + 5.84 is 150.99. The answer is 150.99.
Therefore, the answer (arabic numerals) is
150.99
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{150.99},150.99,151.0
"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ?
Alyssa spent 5.71 on a football. She spent 6.59 on marbles. So she spent 5.71 + 6.59 = 12.30 in total. The answer is 12.30.
Therefore, the answer (arabic numerals) is
12.3
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{12.3},12.3,12.3
"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?
Jessica spent 10.22 dollars on a cat toy. Then she spent 11.73 dollars on a cage. So in total she spent 10.22 + 11.73 dollars. 10.22 + 11.73 = 21.95.
#### 21.95
Therefore, the answer (arabic numerals) is
21.95
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{21.95},21.95,21.95
"Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?
Sara spent 5.36 on a hotdog and 5.10 on a salad. To find the total, add them together.
5.36 + 5.10 = 10.46

So the total of the lunch bill is $10.46.
Therefore, the answer (arabic numerals) is
10.46
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{10.46},10.46,10.46
"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ?
Jason spent 14.28 on shorts and 4.74 on a jacket. To find the total, we add these two numbers. 14.28 + 4.74 = 18.02.
#### 18.02
Therefore, the answer (arabic numerals) is
18.02
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{18.02},18.02,19.02
"Alyssa loves eating fruits . Alyssa paid $ 12 8 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ?
Alyssa spent 12 8 dollars on grapes and 9.85 dollars on cherries. To find the total, add them together: 12 8 + 9.85 = 21.93.
#### 21.93
Therefore, the answer (arabic numerals) is
21.93
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{21.93},21.93,21.93
"Mary loves eating fruits . Mary paid $ 11 8 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ?
Mary spent 11 8 + 14.33 + 9.31 dollars. 11 8 + 14.33 = 25.41. 25.41 + 9.31 = 34.72.
#### 34.72
Therefore, the answer (arabic numerals) is
34.72
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{34.72},34.72,34.72
"Sandy went to the mall to buy clothes . She spent $ 13.99 on shorts , $ 12.14 on a shirt , and $ 7.43 on a jacket . How much money did Sandy spend on clothes ?
Sandy spent 13.99 on shorts, 12.14 on a shirt, and 7.43 on a jacket. 13.99 + 12.14 + 7.43 = 33.56. The answer is 33.56.
Therefore, the answer (arabic numerals) is
33.56
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{33.56},33.56,33.56
"Jason joined his school 's band . He bought a flute for $ 142.46 , a music tool for $ 8.89 , and a song book for $ 7 . How much did Jason spend at the music store ?
Jason spent 142.46 + 8.89 + 7 dollars. That is 158.35. The answer is 158.35.
Therefore, the answer (arabic numerals) is
158.35
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{158.35},158.35,158.35
"Tom purchased a football game for $ 14 2 , a strategy game for $ 9.46 , and a Batman game for $ 12 4 . How much did Tom spend on video games ?
Tom spent 14 2 + 9.46 + 12 4 dollars. This is 35.52 dollars. The answer is 35.52.
Therefore, the answer (arabic numerals) is
35.52
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{35.52},35.52,35.52
"Mike bought some toys . He bought marbles for $ 9 5 , a football for $ 4.95 , and spent $ 6.52 on a baseball . In total , how much did Mike spend on toys ?
Mike spent 9 5 on marbles, 4.95 on a football, and 6.52 on a baseball. So in total, he spent 9 5 + 4.95 + 6.52 = 20.52. The answer is 20.52.
Therefore, the answer (arabic numerals) is
20.52
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{20.52},20.52,20.52
"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ?
The ship started with 5973 tons of cargo. After loading 8723 tons, it will have 5973 + 8723 = 14696 tons. The answer is 14696.
Therefore, the answer (arabic numerals) is
14,696
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{14696.0},14696.0,14696.0
"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ?
Before December, customers buy 1346 ear muffs. During December, they buy 6444. So in total, they buy 1346 + 6444 = 7790. The answer is 7790.
Therefore, the answer (arabic numerals) is
7790
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{7790.0},7790.0,7790.0
"Diane is a beekeeper . Last year , she harvested 2479 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085 pounds . How many pounds of honey did Diane harvest this year ?
Last year, Diane harvested 2479 pounds of honey. This year, she harvested 6085 more pounds. 2479 + 6085 is 8564. The answer is 8564.
Therefore, the answer (arabic numerals) is
8564
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{8564.0},8564.0,8564.0
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ?
6522 liters leaked before the engineers started. Then 5165 more leaked. So in total, 6522 + 5165 = 11687 liters leaked. The answer is 11687.
Therefore, the answer (arabic numerals) is
11687
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{11687.0},11687.0,11687.0
"A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ?
The car company produced 3884 cars in North America and 2871 cars in Europe. So in all, they produced 3884 + 2871 cars. 3884 + 2871 is 6755.
#### 6755
Therefore, the answer (arabic numerals) is
6755
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{6755.0},6755.0,6755.0
"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ?
The family has 6359 yen in their checking account and 3485 yen in their savings account. So they have 6359 + 3485 = 9844 yen. The answer is 9844.
Therefore, the answer (arabic numerals) is
9844
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{9844.0},9844.0,9844.0
"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ?
There are 1986 books in the public library and 5106 in the school libraries. To get the total, we add them together: 1986 + 5106 = 7092.
#### 7092
Therefore, the answer (arabic numerals) is
7092
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{7092.0},7092.0,7092.0
"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ?
There were originally 20817 houses. Then 97741 were built. So there are 20817 + 97741 = 122058 houses now. The answer is 122058.
Therefore, the answer (arabic numerals) is
122058
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{122058.0},122058.0,118558.0
"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?
The farmer expected to harvest 48097 bushels. He harvested 684 more than expected. So he harvested 48097 + 684 = 48881. The answer is 48881.
Therefore, the answer (arabic numerals) is
The correct answer is: 48,881
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{48881.0},48881.0,48781.0
"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ?
The account now has 26935 dollars. Before the transfer, it had some amount of money. Let's call that amount x. After the transfer, it has 26935 dollars. So x - 69 = 26935. To solve for x, we add 69 to both sides. x = 26935 + 69. 26935 + 69 = 27004. The answer is 27004.
Therefore, the answer (arabic numerals) is
27004
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{27004.0},27004.0,27004.0
"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ?
14507 passengers landed on time. 213 passengers landed late. So 14507 + 213 = 14720 passengers landed in total.
#### 14720
Therefore, the answer (arabic numerals) is
14720
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{14720.0},14720.0,14720.0
"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?
The dust storm covers 64535 acres, but leaves 522 acres untouched. So the total area of the prairie is 64535 + 522 = 65057. The answer is 65057.
Therefore, the answer (arabic numerals) is
65057
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{65057.0},65057.0,64013.0
"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?
There are 12170 ladybugs with spots and 54912 ladybugs without spots. 12170 + 54912 = 67182.
#### 67182
Therefore, the answer (arabic numerals) is
You're absolutely right!

There are indeed 12170 ladybugs with spots and 54912 ladybugs without spots. To find the total number of ladybugs, you simply add the two numbers together:

12170 + 54912 = 67182

So, the correct answer is:

67182
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{67182.0},67182.0,67082.0
"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ?
There were 90171 people born in the country. 16320 people immigrated to the country. So the total number of new people is 90171 + 16320 = 106491. The answer is 106491.
Therefore, the answer (arabic numerals) is
106491
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{106491.0},106491.0,106491.0
"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ?
The ship originally had some grain. Then 49952 tons spilled out. 918 tons remained. So the ship originally had 918 + 49952 tons. 918 + 49952 = 50270. The answer is 50270.
Therefore, the answer (arabic numerals) is
50270
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{50270.0},50270.0,50870.0
"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ?
The factory dyed 61921 yards of silk green and 49500 yards of silk pink. That is a total of 61921 + 49500 = 111421 yards. The answer is 111421.
Therefore, the answer (arabic numerals) is
111,421
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{111421.0},111421.0,111421.0
"A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ?
There are 2041 part-time employees. There are 63093 full-time employees. 2041 + 63093 = 65534. The answer is 65534.
Therefore, the answer (arabic numerals) is
65534
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{65534.0},65534.0,65134.0
"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?
The number of male salmon is 712261. The number of female salmon is 259378. To get the total number of salmon, add the two numbers together. 712261 + 259378 = 971639.
#### 971,639
Therefore, the answer (arabic numerals) is
971,639
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{971639.0},971639.0,971639.0
"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?
There are 14797 bathing suits for men and 4969 bathing suits for women. 14797 + 4969 = 19766.
#### 19766
Therefore, the answer (arabic numerals) is
You're absolutely right!

14797 (bathing suits for men) + 4969 (bathing suits for women) = 19766

So, the correct answer is indeed:

19766
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{14797.0},14797.0,19766.0
"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?
There were originally 1426 houses. Now there are 2000 houses. So 2000 - 1426 = 574 houses were built.
#### 574
Therefore, the answer (arabic numerals) is
574
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{574.0},574.0,574.0
"A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ?
The first sample had 4221 blood cells. The second sample had some number of blood cells. 4221 + the second sample = 7341. So the second sample is 7341 - 4221 = 3120. The answer is 3120.
Therefore, the answer (arabic numerals) is
3120
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{3120.0},3120.0,3120.0
"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ?
9792 pounds of fruit have been sold. 3513 of those pounds were frozen. So the remaining pounds must be fresh. 9792 - 3513 = 6279. The answer is 6279.
Therefore, the answer (arabic numerals) is
6279
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{6279.0},6279.0,6279.0
"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ?
Kate's retirement fund was worth 1472. It decreased by 12. So it is worth 1472 - 12. 1472 - 12 is 1460. The answer is 1460.
Therefore, the answer (arabic numerals) is
1460
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{1460.0},1460.0,1460.0
"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ?
The Richmond Tigers sold 9570 tickets. They sold 3867 in the first half. So they must have sold 9570 - 3867 = 5703 tickets in the second half. The answer is 5703.
Therefore, the answer (arabic numerals) is
5703
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5703.0},5703.0,5703.0
"A petri dish originally contained 600 bacteria . A scientist let the bacteria grow and now there are 8917 of them . How many more bacteria are there now ?
There were originally 600 bacteria. Now there are 8917. The difference is 8917 - 600 = 8317.
Therefore, the answer (arabic numerals) is
8317
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{8317.0},8317.0,8317.0
"Tori is a school janitor . Last week , she picked up a total of 1576 pieces of trash . If she picked up 344 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?
Tori picked up 1576 pieces of trash. She picked up 344 pieces of trash in the classrooms. So she picked up 1576 - 344 = 1232 pieces of trash outside the classrooms. The answer is 1232.
Therefore, the answer (arabic numerals) is
1232
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{1232.0},1232.0,1232.0
"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ?
The employees used 816 eggs in the morning. So they used 1339 - 816 = 523 eggs in the afternoon. The answer is 523.
Therefore, the answer (arabic numerals) is
523
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{523.0},523.0,523.0
"Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones . How many of Farmer Cunningham 's lambs are black ?
There are 6048 lambs total. 193 are white. So the rest are black. 6048 - 193 = 5855. The answer is 5855.
Therefore, the answer (arabic numerals) is
The correct answer is indeed 5855. Well done!

Here's the solution in a more formal way:

Let's say the number of black lambs is x. Since each lamb is either black or white, the total number of lambs is the sum of black and white lambs:

6048 = x + 193

To find the number of black lambs, we can subtract the number of white lambs from the total:

x = 6048 - 193
x = 5855

So, Farmer Cunningham has 5855 black lambs.
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5855.0},5855.0,5855.0
"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ?
9437 coats have been collected in total. 6922 coats were collected from the high schools. So 9437 - 6922 = 2515 coats were collected from the elementary schools. The answer is 2515.
Therefore, the answer (arabic numerals) is
2515
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{2515.0},2515.0,2515.0
"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ?
The company used 6689 gallons of paint. 660 gallons of that was white. So they used 6689 - 660 gallons of blue paint. 6689 - 660 = 6029. The answer is 6029.
Therefore, the answer (arabic numerals) is
6029
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{6029.0},6029.0,6029.0
"The Silvergrove Public Library used a grant to purchase 2647 books . Now the library has a total of 8582 books . How many books did the library have before the grant ?
The library had 8582 books after the grant. It got 2647 books. So it had 8582 - 2647 = 5935 books before the grant. The answer is 5935.
Therefore, the answer (arabic numerals) is
5935
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5935.0},5935.0,5935.0
"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?
The cell phone company has 7422 customers. 723 of them live in the United States. So the number of customers who live in other countries is 7422 - 723 = 6699. The answer is 6699.
Therefore, the answer (arabic numerals) is
6699
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{6699.0},6699.0,6699.0
"Last year , egg producers in Douglas County produced 1416 eggs . This year , those same farms produced 4636 eggs . How many more eggs did the farms produce this year ?
Last year, the farms produced 1416 eggs. This year, they produced 4636 eggs. To find out how many more eggs they produced this year, subtract the number of eggs they produced last year from the number of eggs they produced this year.
4636 - 1416 = 3220

The farms produced 3220 more eggs this year.
Therefore, the answer (arabic numerals) is
3220
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{3220.0},3220.0,3220.0
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ?
Originally, 2475 gallons of oil leaked. Then 6206 gallons leaked. 6206 - 2475 = 3731. The answer is 3731.
Therefore, the answer (arabic numerals) is
3731
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{3731.0},3731.0,3731.0
"A treasure hunter discovered a buried treasure chest filled with a total of 5155 gems . 45 of the gems were diamonds , and the rest were rubies . How many of the gems were rubies ?
There are 5155 gems total. 45 are diamonds. So 5155 - 45 = 5110 are rubies. The answer is 5110.
Therefore, the answer (arabic numerals) is
5110
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{5110.0},5110.0,5110.0
"Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly . If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ?
They have a total of 6310 grams of jelly. They have 4518 grams of blueberry jelly. So they have 6310 - 4518 grams of strawberry jelly. 6310 - 4518 is 1792. The answer is 1792.
Therefore, the answer (arabic numerals) is
1792
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{1792.0},1792.0,1792.0
"While playing a video game , Paul scored 3103 points . He and his cousin together have a total of 5816 points . How many points does Paul 's cousin have ?
Paul scored 3103 points. He and his cousin together scored 5816 points. So his cousin scored 5816 - 3103 = 2713 points. The answer is 2713.
Therefore, the answer (arabic numerals) is
2713
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{2713.0},2713.0,2713.0
"A construction company is repaving a damaged road . So far , they have repaved a total of 4938 inches of the road . Today , they repaved 805 inches of the road . How many inches of the road had they repaved before today ?
The construction company has repaved 4938 inches of the road so far. Today, they repaved 805 inches. So before today, they had repaved 4938 - 805 = 4133 inches. The answer is 4133.
Therefore, the answer (arabic numerals) is
4133
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{4133.0},4133.0,4133.0
"Milford Lake was originally blue because it only had 809 algae plants . Now there are 3263 algae plants , and the lake has turned green . How many more algae plants are in Milford Lake now ?
There were originally 809 algae plants. Now there are 3263 algae plants. To find out how many more there are, subtract the original number from the new number. 3263 - 809 = 2454. The answer is 2454.
Therefore, the answer (arabic numerals) is
2454
based on the reasoning made to answer the question give the final answer in \textbf{}",\textbf{2454.0},2454.0,2454.0
