input,pred_after,GT
"A restaurant made 9 hamburgers to serve during lunch . Only 3 were actually served . How many hamburgers were over from lunch ?
The restaurant made 9 hamburgers. 3 were served. 9 - 3 is 6. The answer is 6.
Therefore, the answer (arabic numerals) is \textbf{6}",6,6.0
"There are 7 crayons in the drawer . Mary took 3 crayons out of the drawer . How many crayons are there now ?
There were 7 crayons. Mary took 3 out, so there are 7 - 3 = 4. The answer is 4.
Therefore, the answer (arabic numerals) is \textbf{4}",4,4.0
"Dan picked 9 limes and gave Sara 4 of the limes . How many limes does Dan have now ?
Dan started with 9 limes. He gave Sara 4. So he has 9 - 4 = 5. The answer is 5.
Therefore, the answer (arabic numerals) is \textbf{5}",5,5.0
"Joan has 9 blue balloons but lost 2 of them . How many blue balloons does Joan have now ?
Joan had 9 blue balloons, but lost 2, so she has 9 - 2 = 7 blue balloons now.
Therefore, the answer (arabic numerals) is \textbf{7}",7,7.0
"Joan picked 43 apples from the orchard , and gave 27 apples to Melanie . How many apples does Joan have now ?
Joan started with 43 apples. After giving 27 to Melanie, she has 43 - 27 = 16. The answer is 16.
Therefore, the answer (arabic numerals) is \textbf{16}",16,16.0
"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ?
Tom had 30 balloons. He gave 16 away, so he has 30 - 16 = 14. The answer is 14.
Therefore, the answer (arabic numerals) is \textbf{14}",14,14.0
"Fred has 40 baseball cards . Keith bought 22 of Fred 's baseball cards . How many baseball cards does Fred have now ?
Fred started with 40 baseball cards. Keith took 22, so Fred has 40 - 22 = 18. The answer is 18.
Therefore, the answer (arabic numerals) is \textbf{18}",18,18.0
"Fred found 47 seashells on the beach , he gave Jessica 25 of the seashells . How many seashells does he now have ?
Fred started with 47 seashells. He gave 25 away, so he has 47 - 25 = 22.
Therefore, the answer (arabic numerals) is \textbf{22}",22,22.0
"Sara grew 43 pumpkins , but the rabbits ate 23 pumpkins . How many pumpkins does Sara have ?
Sara started with 43 pumpkins. After the rabbits ate 23, she has 43 - 23 = 20. The answer is 20.
Therefore, the answer (arabic numerals) is \textbf{20}",20,20.0
"Joan decided to sell all of her old books . She gathered up 33 books to sell . She sold 26 books in a yard sale . How many books does Joan now have ?
Joan started with 33 books. She sold 26, so she has 33 - 26 = 7 books left. The answer is 7.
Therefore, the answer (arabic numerals) is \textbf{7}",7,7.0
"There are 46 rulers in the drawer . Tim took 25 rulers from the drawer . How many rulers are now in the drawer ?
There were 46 rulers. Tim took 25. So there are 46 - 25 left. 46 - 25 is 21.
#### 21
Therefore, the answer (arabic numerals) is \textbf{21}",21,21.0
"There are 33 oak trees currently in the park . Park workers had to cut down 18 oak trees that were damaged . How many oak trees will be in the park when the workers are finished ?
There are originally 33 trees. After the workers are done, there will be 33 - 18 = 15. The answer is 15.
Therefore, the answer (arabic numerals) is \textbf{15}",15,15.0
"Joan purchased a basketball game for $ 5.20 , and a racing game for $ 4.23 . How much did Joan spend on video games ?
Joan spent 5.20 on the first game. Then she spent 4.23 on the second game. So she spent 5.20 + 4.23. 5.20 + 4.23 is 9.43. The answer is 9.43.
Therefore, the answer (arabic numerals) is \textbf{9.43}",9.43,9.43
"Mike joined his school 's band . He bought a trumpet for $ 145.16 , and a song book which was $ 5.84 . How much did Mike spend at the music store ?
Mike bought a trumpet for 145.16 dollars, and a song book for 5.84 dollars. 145.16 + 5.84 is 151.00. The answer is 151.
Therefore, the answer (arabic numerals) is \textbf{151}",151,151.0
"Alyssa bought some toys . She bought a football for $ 5.71 , and spent $ 6.59 on marbles . In total , how much did Alyssa spend on toys ?
Alyssa spent 5.71 dollars on a football. She spent 6.59 dollars on marbles. 5.71 + 6.59 is 12.30. The answer is 12.30.
Therefore, the answer (arabic numerals) is \textbf{12.3}",12.3,12.3
"Jessica spent $ 10.22 on a cat toy , and a cage cost her $ 11.73 . What was the total cost of Jessica 's purchases ?
Jessica spent 10.22 on a toy, and 11.73 on a cage. So she spent 10.22 + 11.73. The answer is 21.95.
Therefore, the answer (arabic numerals) is \textbf{21.95}",21.95,21.95
"Sara got fast food for lunch . Sara spent $ 5.36 on a hotdog and $ 5.10 on a salad . What was the total of the lunch bill ?
Sara spent 5.36 dollars on a hot dog, and 5.10 dollars on a salad. 5.36 + 5.10 is 10.46. The answer is 10.46.
Therefore, the answer (arabic numerals) is \textbf{10.46}",10.46,10.46
"Jason went to the mall on Saturday to buy clothes . He spent $ 14.28 on shorts and $ 4.74 on a jacket . In total , how much money did Jason spend on clothing ?
Jason spent 14.28 dollars on shorts and 4.74 on a jacket. 14.28 + 4.74 is 19.02. The answer is 19.02.
Therefore, the answer (arabic numerals) is \textbf{19.02}",19.02,19.02
"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ?
Alyssa spent 12.08 dollars on grapes, and 9.85 on cherries. 12.08 + 9.85 is 21.93. The answer is 21.93.
Therefore, the answer (arabic numerals) is \textbf{21.93}",21.93,21.93
"Mary loves eating fruits . Mary paid $ 11.08 for berries , $ 14.33 for apples , and $ 9.31 for peaches . In total , how much money did she spend ?
Mary spent 11.08 + 14.33 + 9.31 dollars. 11.08 + 14.33 is 25.41, and 25.41 + 9.31 is 34.72. The answer is 34.72.
Therefore, the answer (arabic numerals) is \textbf{34.72}",34.72,34.72
"Sandy went to the mall to buy clothes . She spent $ 13.99 on shorts , $ 12.14 on a shirt , and $ 7.43 on a jacket . How much money did Sandy spend on clothes ?
Sandy spent 13.99 on shorts, 12.14 on a shirt, and 7.43 on a jacket. So she spent 13.99 + 12.14 + 7.43 = 33.56. The answer is 33.56.
Therefore, the answer (arabic numerals) is \textbf{33.56}",33.56,33.56
"Jason joined his school 's band . He bought a flute for $ 142.46 , a music tool for $ 8.89 , and a song book for $ 7 . How much did Jason spend at the music store ?
Jason spent 142.46 + 8.89 + 7 = 158.35. The answer is 158.35.
Therefore, the answer (arabic numerals) is \textbf{158.35}",158.35,158.35
"Tom purchased a football game for $ 14.02 , a strategy game for $ 9.46 , and a Batman game for $ 12.04 . How much did Tom spend on video games ?
Tom spent 14.02 + 9.46 + 12.04 on games. That is 35.52. The answer is 35.52.
Therefore, the answer (arabic numerals) is \textbf{35.52}",35.52,35.52
"Mike bought some toys . He bought marbles for $ 9.05 , a football for $ 4.95 , and spent $ 6.52 on a baseball . In total , how much did Mike spend on toys ?
Mike spent 9.05 + 4.95 + 6.52 = 20.52 dollars. The answer is 20.52.
Therefore, the answer (arabic numerals) is \textbf{20.52}",20.52,20.52
"A ship is filled with 5973 tons of cargo . It stops in the Bahamas , where sailors load 8723 tons of cargo onboard . How many tons of cargo does the ship hold now ?
The ship originally had 5973 tons. After 8723 more, it has 5973 + 8723 = 14,696.
#### 14696
Therefore, the answer (arabic numerals) is \textbf{14696}",14696,14696.0
"Before December , customers buy 1346 ear muffs from the mall . During December , they buy 6444 , and there are none . In all , how many ear muffs do the customers buy ?
The customers bought 1346 ear muffs before December. Then they bought 6444 more. So they bought 1346 + 6444 = 7790.
Was this correct?
Therefore, the answer (arabic numerals) is \textbf{7790}",7790,7790.0
"Diane is a beekeeper . Last year , she harvested 2479 pounds of honey . This year , she bought some new hives and increased her honey harvest by 6085 pounds . How many pounds of honey did Diane harvest this year ?
Diane harvested 2479 last year. This year she harvested 6085 more. So she harvested 2479 + 6085 = 8564. The answer is 8564.
Therefore, the answer (arabic numerals) is \textbf{8564}",8564,8564.0
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 6522 liters of oil leaked into the water . While the engineers worked , the pipe leaked 5165 liters of oil . In all , how many liters of oil leaked into the water ?
The pipe leaked 6522 liters. Then it leaked 5165 more. 6522 + 5165 is 11687.
#### 11687
Therefore, the answer (arabic numerals) is \textbf{11687}",11687,11687.0
"A car company produced 3884 cars in North America and 2871 cars in Europe . How many cars is that in all ?
The car company produced 3884 + 2871 cars. 3884 + 2871 is 6755.
#### 6755
Therefore, the answer (arabic numerals) is \textbf{6755}",6755,6755.0
"Abe 's family moved from the Bahamas to Japan , so they had convert their money into Japanese yen . Their checking account now has 6359 yen and their savings account now has 3485 yen . How many yen do they have ?
Abe has 6359 + 3485 yen. 6359 + 3485 is 9844.
#### 9844
Therefore, the answer (arabic numerals) is \textbf{9844}",9844,9844.0
"There are 1986 books in Oak Grove 's public library . In addition , there are 5106 books in its school libraries . How many books do the libraries in Oak Grove have overall ?
There are 1986 books in the public library. There are 5106 books in the school libraries. 1986 + 5106 is 7082.
#### 7082
Therefore, the answer (arabic numerals) is \textbf{7082}",7082,7092.0
"There were originally 20817 houses in Lincoln County . During a housing boom , developers built 97741 . How many houses are there now in Lincoln County ?
There were originally 20817 houses. Then 97741 were added. 20817 + 97741 = 118558.
#### 118558
Therefore, the answer (arabic numerals) is \textbf{118558}",118558,118558.0
"A farmer estimates that he will harvest 48097 bushels of wheat . The weather is perfect during the growing season , so he harvests 684 bushels of wheat than expected . How many bushels of wheat does the farmer harvest ?
The farmer expected to harvest 48097 bushels. But he got 684 more than that. So he got 48097 + 684 = 48881.
#### 48881
Therefore, the answer (arabic numerals) is \textbf{48881}",48881,48781.0
"Christina just transferred $ 69 out of her bank account . As a result , the account now has $ 26935 in it . How much money was in the account before the transfer ?
The account has 26935 dollars after the transfer. 69 was transferred. 26935 - 69 is 26866. The answer is 26866.
Therefore, the answer (arabic numerals) is \textbf{26866}",26866,27004.0
"Last year at Newberg 's airport , 14507 passengers landed on time . Unfortunately , 213 passengers landed late . In all , how many passengers landed in Newberg last year ?
14507 passengers landed on time. Then 213 landed late. So 14507 + 213 = 14720. The answer is 14720.
Therefore, the answer (arabic numerals) is \textbf{14720}",14720,14720.0
"A dust storm sweeps across the prairie . It covers 64535 acres of the prairie in dust , but leaves 522 acres untouched . How many acres does the prairie cover ?
The dust storm covered 64535 acres. Then it left 522 acres. So the prairie is 64535 + 522 acres. 64535 + 522 is 65057. The answer is 65057.
Therefore, the answer (arabic numerals) is \textbf{65757}",65757,64013.0
"Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are 12170 ladybugs with spots and 54912 ladybugs without spots . How many ladybugs are there in all ?
There are 12170 ladybugs with spots. There are 54912 without spots. So there are 12170 + 54912 = 67182.
#### 67,182
Therefore, the answer (arabic numerals) is \textbf{67182}",67182,67082.0
"Last year , 90171 people were born in a country , and 16320 people immigrated to it . How many new people began living in the country last year ?
There were 90171 people born. Then there were 16320 people who immigrated. 90171 + 16320 is 106491. The answer is 106491.
Therefore, the answer (arabic numerals) is \textbf{106491}",106491,106491.0
"A ship full of grain crashes into a coral reef . By the time the ship is fixed , 49952 tons of grain have spilled into the water . Only 918 tons of grain remain onboard . How many tons of grain did the ship originally contain ?
918 tons of grain is left on the ship. 49952 tons spilled into the water. So 918 + 49952 is the total. The answer is 50270.
Therefore, the answer (arabic numerals) is \textbf{50270}",50270,50870.0
"To fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . How many yards of silk did it dye for that order ?
The factory dyed 61921 yards of silk green. The factory dyed 49500 yards of silk pink. So the factory dyed 61921 + 49500 yards. 61921 + 49500 = 111421.
#### 111,421
Therefore, the answer (arabic numerals) is \textbf{111421}",111421,111421.0
"A multi-national corporation has 2041 part-time employees and 63093 full-time employees . How many employees work for the corporation ?
The corporation has 2041 part time employees. The corporation has 63,093 full time employees. 63,093 + 2041 is 65,134.
#### 65,134
Therefore, the answer (arabic numerals) is \textbf{65134}",65134,65134.0
"Each year , salmon travel upstream , going from the ocean to the rivers where they were born . This year , 712261 male and 259378 female salmon returned to their rivers . How many salmon made the trip ?
712261 + 259378 = 971639.
#### 971 639
Therefore, the answer (arabic numerals) is \textbf{971639}",971639,971639.0
"A bathing suit manufacturer has a supply of 14797 bathing suits for men . In addition , it has 4969 bathing suits for women . How many bathing suits are available overall ?
The manufacturer has 14797 bathing suits for men. It has 4969 bathing suits for women. So it has 14797 + 4969. 14797 + 4969 is 19766.
#### 19766
Therefore, the answer (arabic numerals) is \textbf{19766}",19766,19766.0
"Before the recent housing boom , there were 1426 houses in Lawrence County . Now , there are 2000 houses . How many houses did developers build during the housing boom ?
There were 2000 houses now. Before there were 1426. So 2000 - 1426 = 574. The 574 were not there before the boom. 574 was during the boom. The answer is 574.
Therefore, the answer (arabic numerals) is \textbf{574}",574,574.0
"A worker at a medical lab is studying blood samples . 2 samples contained a total of 7341 blood cells . The first sample contained 4221 blood cells . How many blood cells were in the second sample ?
The first sample had 4221. The total is 7341. So the second sample is 7341 - 4221. The answer is 7120.
Therefore, the answer (arabic numerals) is \textbf{7120}",7120,3120.0
"So far , an orchard has sold a combined total of 9792 pounds of fresh and frozen fruit this season . If they have sold 3513 pounds of frozen fruit , how many pounds of fresh fruit have been sold so far ?
The orchard sold 9792 pounds total. 3513 of that was frozen. So the orchard sold 9792 - 3513 = 6279 pounds of fresh fruit. The answer is 6279.
Therefore, the answer (arabic numerals) is \textbf{6279}",6279,6279.0
"Recently , the value of Kate 's retirement fund decreased by $ 12 . If her fund was worth $ 1472 before , how much is it worth now ?
The retirement fund was worth 1472 dollars. It decreased by 12 dollars. So it is 1472 - 12 = 1460. The answer is 1460.
Therefore, the answer (arabic numerals) is \textbf{1460}",1460,1460.0
"The Richmond Tigers sold a total of 9570 tickets last season . If they sold 3867 tickets in the first half of the season , how many tickets did they sell in the second half ?
The tigers sold a total of 9570 tickets. 3867 were sold in the first half. So the second half was 9570 - 3867. 9570 - 3867 is 5703.
#### 5703
Therefore, the answer (arabic numerals) is \textbf{5703}",5703,5703.0
"A petri dish originally contained 600 bacteria . A scientist let the bacteria grow and now there are 8917 of them . How many more bacteria are there now ?
The petri dish started with 600 bacteria. There are now 8917. 8917 - 600 is 8317. The answer is 8317.
Therefore, the answer (arabic numerals) is \textbf{8317}",8317,8317.0
"Tori is a school janitor . Last week , she picked up a total of 1576 pieces of trash . If she picked up 344 pieces of trash in the classrooms , how many pieces of trash did Tori pick up outside the classrooms ?
Tori picked up 344 pieces of trash in the classrooms. She picked up a total of 1576 pieces. So she picked up 1576 - 344 = 1232 outside the classrooms. The answer is 1232.
Therefore, the answer (arabic numerals) is \textbf{1232}",1232,1232.0
"Molly owns the Wafting Pie Company . This morning , her employees used 816 eggs to bake pumpkin pies . If her employees used a total of 1339 eggs today , how many eggs did they use in the afternoon ?
Molly's employees used 816 eggs in the morning. They used a total of 1339 eggs. So they used 1339 - 816 = 523 eggs in the afternoon. The answer is 523.
Therefore, the answer (arabic numerals) is \textbf{523}",523,523.0
"Each of farmer Cunningham 's 6048 lambs is either black or white . There are 193 white ones . How many of Farmer Cunningham 's lambs are black ?
There are 6048 lambs. 193 are white. So the rest are black. 6048 - 193 = 5855. The answer is 5855.
Therefore, the answer (arabic numerals) is \textbf{5855}",5855,5855.0
"Students at Arcadia schools are participating in a coat drive . 9437 coats have been collected so far . 6922 coats were collected from the high schools , and the rest from the elementary schools . How many coats were collected at the elementary schools ?
The total number of coats is 9437. 6922 were from high schools. 9437 - 6922 = 1515. The answer is 1515.
Therefore, the answer (arabic numerals) is \textbf{1515}",1515,2515.0
"A company painted some houses in Hancock County white and blue using a total of 6689 gallons of paint . If they used 660 gallons of white paint , how many gallons of blue paint did the company use ?
The company used 6689 gallons of paint in total. 660 gallons of that was white. So the company used 6689 - 660 = 7029 gallons of blue. The answer is 7029.
Therefore, the answer (arabic numerals) is \textbf{7029}",7029,6029.0
"The Silvergrove Public Library used a grant to purchase 2647 books . Now the library has a total of 8582 books . How many books did the library have before the grant ?
The library now has 8582 books. They got 2647 books. So they had 8582 - 2647 books before the grant. 8582 - 2647 is 5935.
#### 5935
Therefore, the answer (arabic numerals) is \textbf{5935}",5935,5935.0
"A cell phone company has a total of 7422 customers across the world . If 723 of its customers live in the United States , how many of its customers live in other countries ?
The cell phone company has 7422 customers. 723 of them live in the US. So the rest of them live in other countries. 7422 - 723 is 6699. The answer is 6699.
Therefore, the answer (arabic numerals) is \textbf{6999}",6999,6699.0
"Last year , egg producers in Douglas County produced 1416 eggs . This year , those same farms produced 4636 eggs . How many more eggs did the farms produce this year ?
Last year the farms produced 1416 eggs. This year they produced 4636. 4636 - 1416 is 4220. The answer is 4220.
Therefore, the answer (arabic numerals) is \textbf{4220}",4220,3220.0
"An oil pipe in the sea broke . Before engineers started to fix the pipe , 2475 gallons of oil leaked into the water . A total of 6206 gallons of oil leaked before the pipe was fixed . How many gallons of oil leaked while the engineers were fixing the pipe ?
The pipe started by leaking 2475 gallons. 6206 - 2475 is 3731. The answer is 3731.
Therefore, the answer (arabic numerals) is \textbf{3731}",3731,3731.0
"A treasure hunter discovered a buried treasure chest filled with a total of 5155 gems . 45 of the gems were diamonds , and the rest were rubies . How many of the gems were rubies ?
The total number of gems is 5155. 45 were diamonds. So the number of rubies is 5155 - 45. The answer is 5110.
Therefore, the answer (arabic numerals) is \textbf{5110}",5110,5110.0
"Shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . At the moment , they have a combined total of 6310 grams of jelly . If they have 4518 grams of blueberry jelly , how many grams of strawberry jelly do they have ?
They have a total of 6310 grams. Of that, 4518 grams is blueberry. 6310 - 4518 is 792. The answer is 792.
Therefore, the answer (arabic numerals) is \textbf{792}",792,1792.0
"While playing a video game , Paul scored 3103 points . He and his cousin together have a total of 5816 points . How many points does Paul 's cousin have ?
Paul scored 3103 points. 5816 - 3103 = 2713. The answer is 2713.
Therefore, the answer (arabic numerals) is \textbf{2713}",2713,2713.0
"A construction company is repaving a damaged road . So far , they have repaved a total of 4938 inches of the road . Today , they repaved 805 inches of the road . How many inches of the road had they repaved before today ?
The company repaved 4938 inches. Then they repaved 805 more. 4938 + 805 is 5743.
#### 5743
Therefore, the answer (arabic numerals) is \textbf{5743}",5743,4133.0
"Milford Lake was originally blue because it only had 809 algae plants . Now there are 3263 algae plants , and the lake has turned green . How many more algae plants are in Milford Lake now ?
There were 809 - 3263 = 2454 fewer. 2454 is the answer.
Therefore, the answer (arabic numerals) is \textbf{2454}",2454,2454.0
"Oscar 's bus ride to school is 0.75 mile and Charlie 's bus ride is 0.25 mile . How much longer is Oscar 's bus ride than Charlie 's ?
Oscar's bus ride is 0.75 miles and Charlie's is 0.25 miles. So the difference is 0.75 - 0.25 = 0.5. The answer is 0.5.
Therefore, the answer (arabic numerals) is \textbf{0.5}",0.5,0.5
"Karen added 0.25 cup of walnuts to a batch of trail mix . Later , she added 0.25 cup of almonds . How many cups of nuts did Karen put in the trail mix in all ?
Karen added 0.25 cups of walnuts. Then 0.25 cups of almonds. So she added 0.25 + 0.25 = 0.5 cups. The answer is 0.5.
Therefore, the answer (arabic numerals) is \textbf{0.5}",0.5,0.5
"Kendall is learning to drive , so this weekend she practiced driving 0.16666666666666666 mile with her mother and another 0.5 mile with her father . How far did Kendall drive in all ?
Kendall drove 0.16666666666666666 miles and 0.5 miles. 0.16666666666666666 + 0.5 is 0.6666666666666667. The 666's will cancel. 0.66. The answer is 0.66.
Therefore, the answer (arabic numerals) is \textbf{0.66}",0.66,0.6666666667
"At a pie-eating contest , Erik got through 0.6666666666666666 pie before time was called ; Frank finished just 0.3333333333333333 pie . How much more pie did Erik eat than Frank ?
Erik ate 0.6666666666666666 and Frank ate 0.3333333333333333. So Erik ate 0.6666666666666666 - 0.3333333333333333 = 0.3333333333333333.
Therefore, the answer (arabic numerals) is \textbf{0.333333333}",0.333333333,0.3333333333
"A tailor cut 0.75 inch off a skirt and 0.5 inch off a pair of pants . How much more did the tailor cut off the skirt than the pants ?
The tailor cut 0.75 - 0.5 = 0.25 inches off the skirt than the pants. The answer is 0.25.
Therefore, the answer (arabic numerals) is \textbf{0.25}",0.25,0.25
"At Lindsey 's Vacation Wear , 0.375 the garments are bikinis and 0.25 are trunks . What fraction of the garments are either bikinis or trunks ?
At Lindsey's, 0.375 are bikinis. 0.25 are trunks. So 0.375 + 0.25 is 0.625. The answer is 0.625.
Therefore, the answer (arabic numerals) is \textbf{0.625}",0.625,0.625
"Darnel sprinted 0.875 lap and then took a break by jogging 0.75 lap . How much farther did Darnel sprint than jog ?
Darnel sprinted 0.875 laps. Then he jogged 0.75 laps. So 0.875 - 0.75 = 0.125. The answer is 0.125.
Therefore, the answer (arabic numerals) is \textbf{0.125}",0.125,0.125
"A marine biologist measured 1 fish that was 0.3 foot long and a second fish that was 0.2 foot long . How much longer was the first fish ?
The first fish was 0.3 feet. The second was 0.2 feet. 0.3 - 0.2 is 0.1. The first was 0.1 feet longer.
Therefore, the answer (arabic numerals) is \textbf{0.1}",0.1,0.1
"Hannah 's Vegetarian Restaurant bought 0.3333333333333333 pound of green peppers and 0.3333333333333333 pound of red peppers . How many pounds of peppers did Hannah 's Vegetarian Restaurant buy in all ?
Hannah bought 0.333 pounds of green peppers and 0.333 pounds of red peppers. So in total she bought 0.333 + 0.333 = 0.666.
#### 0.666
Therefore, the answer (arabic numerals) is \textbf{0.666}",0.666,0.6666666667
"Ella owns 2 dogs . Each day , 1 dog eats 0.125 scoop of dog food and the other dog eats 0.125 scoop . Together , how much dog food do the 2 dogs eat each day ?
Each dog eats 0.125. So the 2 dogs eat 0.125 + 0.125 = 0.25. The answer is 0.25.
Therefore, the answer (arabic numerals) is \textbf{0.25}",0.25,0.25
"Blake filled a bucket with 0.8 gallon of water . Later , he poured out 0.2 gallon of the water . How much water is in the bucket ?
Blake started with 0.8 gallons. Then he poured out 0.2 gallons. So he has 0.8 - 0.2 = 0.6 gallons. The answer is 0.6.
Therefore, the answer (arabic numerals) is \textbf{0.6}",0.6,0.6
"Mandy made an apple pie . She used 0.6666666666666666 tablespoon of cinnamon and 0.5 tablespoon of nutmeg . How much more cinnamon than nutmeg did Mandy use ?
Mandy used 0.6666666666666666 tablespoons of cinnamon and 0.5 of nutmeg. So she used 0.6666666666666666 - 0.5 = 0.1666666666666667 more of cinnamon.
#### 0.1666666666666667
Therefore, the answer (arabic numerals) is \textbf{0.1666666667}",0.1666666667,0.1666666667
"The Montoya family spends 0.6 their budget on groceries and another 0.2 going out to eat . Altogether , what fraction of their budget does the Montoya family spend on food ?
0.6 + 0.2 = 0.8. The answer was 0.8.
Therefore, the answer (arabic numerals) is \textbf{0.8}",0.8,0.8
"In Mr. Olsen 's mathematics class , 0.7 the students received A 's and 0.2 received B 's . What fraction of the students received either A 's or B 's ?
0.7 + 0.2 = 0.9. The answer is 0.9.
Therefore, the answer (arabic numerals) is \textbf{0.9}",0.9,0.9
"There is 0.16666666666666666 cup of oil in Scarlett 's measuring cup . If Scarlett adds 0.6666666666666666 cup more , how much oil will be in the measuring cup ?
There was originally 0.16666666666666666. She adds 0.6666666666666666. So it will be 0.16666666666666666 + 0.6666666666666666. The 6's cancel. 0.8333333333333333.
Therefore, the answer (arabic numerals) is \textbf{0.8333333333}",0.8333333333,0.8333333333
"1 evening , a restaurant served a total of 0.2 loaf of wheat bread and 0.4 loaf of white bread . How many loaves were served in all ?
0.2 + 0.4 = 0.6. They served 0.6 loaves.
#### 0.6
Therefore, the answer (arabic numerals) is \textbf{0.6}",0.6,0.6
"Stanley ran 0.4 mile and walked 0.2 mile . How much farther did Stanley run than walk ?
Stanley ran 0.4 miles and walked 0.2 miles. So he ran 0.4 - 0.2 = 0.2 miles more. The answer is 0.2.
Therefore, the answer (arabic numerals) is \textbf{0.2}",0.2,0.2
"Dina made cookies . She used 0.625 cup of flour and 0.25 cup of sugar . How much more flour than sugar did Dina use ?
Dina used 0.625 - 0.25 = 0.375 cups more flour than sugar. The answer is 0.375.
Therefore, the answer (arabic numerals) is \textbf{0.375}",0.375,0.375
"Each day , the polar bear at Richmond 's zoo eats 0.2 bucket of trout and 0.4 bucket of salmon . How many buckets of fish does the polar bear eat daily ?
The polar bear eats 0.2 buckets of trout. It eats 0.4 buckets of salmon. So it eats 0.2 + 0.4 buckets. That is 0.6. The answer is 6.
Therefore, the answer (arabic numerals) is \textbf{6}",6,0.6
"Jenny ran 0.6 mile and walked 0.4 mile . How much farther did Jenny run than walk ?
Jenny ran 0.6 miles. She walked 0.4 miles. So she ran 0.6 - 0.4 = 0.2 miles more. The answer is 0.2.
Therefore, the answer (arabic numerals) is \textbf{0.2}",0.2,0.2
"0.5 the students in the band are in the trumpet section . 0.125 the students in the band are in the trombone section . What fraction of the students in the band are in either the trumpet section or the trombone section ?
0.5 + 0.125 = 0.625. The answer is 0.625.
Therefore, the answer (arabic numerals) is \textbf{0.625}",0.625,0.625
"Suzie found 2 worms in the yard and measured them with a ruler . 1 worm was 0.8 inch long . The other worm was 0.1 inch long . How much longer was the longer worm ?
The longer worm was 0.8 inches. The shorter worm was 0.1 inches. 0.8 - 0.1 is 0.7. The answer is 0.7.
Therefore, the answer (arabic numerals) is \textbf{0.7}",0.7,0.7
"Scarlett made a fruit salad with 0.25 pound of melon and 0.375 pound of berries . How many pounds of fruit did Scarlett use in all ?
0.25 + 0.375 is 0.625. The answer is 0.625.
Therefore, the answer (arabic numerals) is \textbf{0.625}",0.625,0.625
"Vince 's bus ride to school is 0.625 mile and Zachary 's bus ride is 0.5 mile . How much longer is Vince 's bus ride than Zachary 's ?
Vince's bus ride is 0.625 miles. Zachary's is 0.5 miles. 0.625 - 0.5 is 0.125. The answer is 0.125.
Therefore, the answer (arabic numerals) is \textbf{0.125}",0.125,0.125
"In 1 week , Mitch 's family drank 0.5 carton of regular milk and 0.1 carton of soy milk . How much milk did they drink in all ?
Mitch's family drank 0.5 cartons of regular milk. They drank 0.1 cartons of soy milk. 0.5 + 0.1 is 0.6. The answer is 0.6.
Therefore, the answer (arabic numerals) is \textbf{0.6}",0.6,0.6
"Elizabeth went to the salon and had 0.375 inch of hair cut off . The next day she went back and asked for another 0.5 inch to be cut off . How much hair did she have cut off in all ?
Elizabeth had 0.375 inches cut off. Then 0.5 inches cut off. 0.375 + 0.5 is 0.875. The answer is 0.875.
Therefore, the answer (arabic numerals) is \textbf{0.875}",0.875,0.875
"In Shannon 's apartment complex , 0.16666666666666666 the apartments are one-bedroom apartments and 0.3333333333333333 are two-bedroom apartments . What fraction of the apartments are either 1 - or two-bedroom apartments ?
0.16666666666666666 = 1/6. 0.3333333333333333 = 1/3. So 1/6 + 1/3 = 1/2. The answer is 1/2.
Therefore, the answer (arabic numerals) is \textbf{1/2}",1/2,0.5
"At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 foot tall and her sister 's was 0.5 foot tall . How much taller was Miki 's sandcastle than her sister 's ?
Miki's sandcastle was 0.8333333333333334 feet tall. Her sister's was 0.5 feet tall. So Miki's was 0.333333333333333 feet taller. The 4 at the end is not needed. 0.3 is 3.
Therefore, the answer (arabic numerals) is \textbf{0.3}",0.3,0.3333333333
"Michelle began her pizza delivery route with 0.5 tank of gas in her car . When she made it back to the pizzeria , 0.16666666666666666 tank of gas was . How much gas did Michelle use ?
Michelle started with 0.5 tank of gas. She ended with 0.16666666666666666 tank. So she used 0.5 - 0.16666666666666666 = 0.3333333333333333. The answer is 0.333.
Therefore, the answer (arabic numerals) is \textbf{0.333}",0.333,0.3333333333
"While taking inventory at her pastry shop , Kelly realizes that she had 0.4 box of baking powder yesterday , but the supply is now down to 0.3 box . How much more baking powder did Kelly have yesterday ?
Yesterday, Kelly had 0.3 + 0.1 = 0.4 boxes. The answer is 0.1.
Therefore, the answer (arabic numerals) is \textbf{0.1}",0.1,0.1
"Craig walked 0.2 mile from school to David 's house and 0.7 mile from David 's house to his own house . How many miles did Craig walk in all ?
Craig walked 0.2 miles from school to Davids. Then he walked 0.7 miles from Davids to his house. 0.2 + 0.7 is 0.9. The answer is 0.9.
Therefore, the answer (arabic numerals) is \textbf{0.9}",0.9,0.9
