input,pred_after,GT
"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season. Answer Choices: (A) 6 (B) 8 (C) 9 (D) 10 (E) 11
A nice simple one!
Therefore, among A through E, the answer is \textbf{A}",A,C
,,D
"A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece? Answer Choices: (A) 60 m (B) 61 m (C) 62 m (D) 63 m (E) 64 m
Let the breadth be x. Then the length is 4x + 1. The area is 150, so we have: x(4x + 1) = 150. This gives 4x^2 + x - 150 = 0. The x is 5 or -10. The breadth is 5, so the length is 4 * 5 + 1 = 21. The perimeter is 2(5) + 2(21) = 62. The answer is (C).
Therefore, among A through E, the answer is \textbf{C}",C,C
"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins? Answer Choices: (A) 8.5 (B) 10.5 (C) 12.5 (D) 14.5 (E) 16.5
Let x be the number of grams of the health food. The health food provides 9% of the minimum daily of E and 8% of the minimum daily of A. 0.09x is the minimum of E and 0.08x is the minimum of A. The total is 0.17x. The total is at least the minimum of E and A. The 0.17x is at least 1. So,  x is at least 1 / 0.17. 1 / 0.17 is 5.85. The answer is (E) 16.5.
Therefore, among A through E, the answer is \textbf{E}",E,C
"Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required? Answer Choices: (A) 8 (B) 10 (C) 12 (D) 15 (E) 19
Each helper can make 2 + 35 = 37 in an hour. In 3.2 hours, a helper can make 3 * 37 + 40 = 137. 20 large and 700 small is 720. 720 / 137 is 5.2. 5.2 helps is 5, so the answer is 5 * 2 = 10. 10 is (B).
Therefore, among A through E, the answer is \textbf{B}",B,B
"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU? Answer Choices: (A) 6 (B) 7 (C) 8 (D) 9 (E) 10
A nice problem!Let's break it down-step by step.

We know that U is the midpoint of ST, so SU = TU = 22/2 = 11.

We also know that RS = 5, so R, S, T, and U are like this:
```
  R --5-- S
  |    |
  | 11 |
  |    |
  T --11-- U
```
Now, we can find the length of RT: RT = RS + SU = 5 + 11 = 16.

We are also given that RT = 17, so our diagram is actually:
```
  R --5-- S
  |    |
  | 11 |
  |    |
  T --17-- U
```
Now, we can find the length of RU: RU = RT - TS = 17 - 11 = 6.

The answer is (A) 6.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads? Answer Choices: (A) 12/25 (B) 3/2 (C) 3 (D) 2 (E) 25/3
We know that 6 pita breads = 2 rolls. 3 rolls = 5 baguettes. So 6 pita breads = 5 baguettes. 2 baguettes = 6/5 pita. 2 = 6/5. The answer is 2.
Therefore, among A through E, the answer is \textbf{D}",D,C
"A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original? Answer Choices: (A) 21% (B) 20% (C) 25% (D) 33% (E) 18%
A nice simple one!

The shopkeeper is going to original price, so he needs to increase the 20% discount. That is the same as 20.

So, the answer is (B) 20%
Therefore, among A through E, the answer is \textbf{B}",B,C
"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person? Answer Choices: (A) 126 (B) 77 (C) 88 (D) 66 (E) 54
Let the train fare for 1 person be x. Then, the bus fare for 2 persons is (4/3) * x. The total fare for 6 bus persons is 6 * (2 * (4/3) * x) = 8x. The total fare for 8 train persons is 8x. The total is 1512. So, 8x + 8x = 1512. 16x = 1512. x = 94. The train fare is 94. The answer is (B) 77.
Therefore, among A through E, the answer is \textbf{B}",B,A
"A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter. Answer Choices: (A) 18cm (B) 22cm (C) 20cm (D) 30cm (E) 28cm
The perimeter of a rectangle is the sum of all its sides. The length is 8 cm and the width is 3 cm, so the other two sides are also 8 cm and 3 cm. The perimeter is 8 + 3 + 8 + 3 = 22. The answer is (B) 22cm.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ? Answer Choices: (A) 520 (B) 720 (C) 920 (D) None (E) Cannot be determined
A simple one!

There are 6 books, so you can choose the first book in 6 ways. Then, the second book in 5 ways, the third in 4 ways, and so on. So, the total ways are:
6 × 5 × 4 × 3 × 2 × 1 = 720

So, the correct answer is (B) 720.
Therefore, among A through E, the answer is \textbf{B}",B,B
"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet? Answer Choices: (A) 13x/2 (B) 13x/2 - 6 (C) 13x/24 (D)  (13x+1) /24 (E)  (13x-12) /24
There are 6 inches of space between each pair of pickets. That is 6 inches = 1/2 foot. There are x - 1 of these. The total is 1/2 (x - 1). The pickets are 1/2 inch, so there is 1/2 x of those. 1/2 x + 1/2 (x - 1) = 13x/ 24. The answer is (C) 13x/24.
Therefore, among A through E, the answer is \textbf{C}",C,E
"A ship went on a voyage. After it had traveled 180 miles a plane started with 10 times the speed of the ship. Find the distance when they meet from starting point. Answer Choices: (A) 238 (B) 289 (C) 200 (D) 287 (E) 187
A ship travels 180 miles. A plane starts at 10 times the speed of the ship, so it is 10 * 180 = 1800 miles per hour. The ship is 180 miles per hour. The plane will go 1800 - 180 = 1620 miles before the ship. 180 + 1620 is 1800. The answer is (C) 200.
Therefore, among A through E, the answer is \textbf{B}",B,C
,,E
"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train? Answer Choices: (A) 0.9 (B) 0.8 (C) 0.6 (D) 0.65 (E) 1.5
The main line train starts at 5:00, so the man will catch that.  The answer is 1. 
Therefore, among A through E, the answer is \textbf{A}",A,B
"The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck? Answer Choices: (A) 40.8 (B) 41.6 (C) 42.2 (D) 43.5 (E) 44.8
The average of 10 vehicles is 12.2. So the total weight is 10 * 12.2 = 122. After the truck, the average is 12.2 + 2.6 = 14.8. The total weight is 14.8 * 11 = 162. The weight of the truck is 162 - 122 = 40. The answer is (A) 40.8.
Therefore, among A through E, the answer is \textbf{A}",A,A
,,D
"Arjun and Sajal are friends, each has some money. If Arun gives $30 to Sajal, the Sajal will have twice the money left with Arjun. But, if Sajal gives $10 to Arjun, Arjun will have thrice as much as is left with Sajal. How much money does each have? Answer Choices: (A) 62, 35 (B) 62, 34 (C) 34, 62 (D) 42, 62 (E) 62, 42
Let's say Arjun has x and Sajal has y. After Arjun gives 30 to Sajal, Sajal will have 2x - 30. After Sajal gives 10 to Arjun, Arjun will have 3( y - 10). We can set up the equations: y + 30 = 2x - 30 x + 10 = 3(y - 10) y + 30 = 2x - 30 30 = x y = 30 x 3y - 30 = 3x 30 = 3y - 30 60 = 3y y = 20 Now Arjun has 30 and Sajal has 20.  The answer is  ( B ) 62, 34.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard? Answer Choices: (A) 30 feet (B) 20 feet (C) 10 feet (D) 50 feet (E) 60 feet
A nice simple problem!

The area of a rectangle is length × width, so we can set up an equation:

Width × Length = 3000

We know the width is 100 feet, so:

100 × Length = 3000

To find the length, we can divide both sides by 100:

Length = 3000 / 100
Length = 30

So, the answer is (A) 30 feet.
Therefore, among A through E, the answer is \textbf{A}",A,A
"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other? Answer Choices: (A) 242 (B) 308 (C) 352 (D) 412 (E) 456
The greatest common factor is 11. The least common multiple is 7700. One of the numbers is 350. So the other is 770. 11 * 70 = 770. The answer is  (  E )  770 
Therefore, among A through E, the answer is \textbf{A}",A,A
"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth? Answer Choices: (A) 56 (B) 58 (C) 60 (D) 62 (E) 64
The 2 triangles have a total area of 140. The diagonal of the rectangle is the height of the triangle, so it is the side of a square with a side of 14. The other side of the 14-14 square is 14. The perimeter was 14 + 14 + 4 + 16 = 48. The answer is  (B) 58.
Therefore, among A through E, the answer is \textbf{B}",B,A
"The length of the ribbon was originally 30 cm. It was reduced in the ratio 5 : 3. What is its length now? Answer Choices: (A) 18 (B) 30 (C) 6 (D) 15 (E) 12
The ribbon was 30 cm. It was reduced by a ratio of 5:3, so it was reduced by 2 parts. 30 - 2 = 28. The answer is (B) 28.
Therefore, among A through E, the answer is \textbf{B}",B,A
,,A
"there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school? Answer Choices: (A) 550 (B) 570 (C) 600 (D) 700 (E) none of these
A nice problem!

Let's break it down:

20% of the students took physics, which means 0.2 × (number of students) = integer.
28% of the students took math, which means 0.28 × (number of students) = integer.

The least possible number of students is when the two integers are as small as possible.

0.2 × (number of students) = 101 (since 100 is not an integer)
0.28 × (number of students) = 102

To make sure the number of students is an integer, I'll add 1 to the number of students:
101 + 1 = 102

The least possible number of students is 102. But the problem says there are more than 501, so I'll choose the next answer:

(B) 570 is not correct, but (B) 102 is not an option. The correct answer is (E) none of these.
Therefore, among A through E, the answer is \textbf{B}",B,E
"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now? Answer Choices: (A) 37 (B) 41 (C) 40 (D) 42 (E) 43
A nice simple problem!Let's break it down:

5 years back, Raj was 17 - 5 = 12 years old.
And he was one-third as old as Rahim, so Rahim was 3 * 12 = 36 years old 5 years back.

Now, Rahim is 5 years older, so he is 36 + 5 = 41 years old.nThe answer is (B) 41.
Therefore, among A through E, the answer is \textbf{B}",B,B
"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field? Answer Choices: (A) 51 days (B) 61 days (C) 71 days (D) 81 days (E) 91 days
The cow has a 14 foot rope, so it can graze a 14 by 10 = 140 square foot area. 140 square feet is 140/10 = 14 days. 14 days, 14 times is 14 * 7 = 98.  The answer is (B) 61.
Therefore, among A through E, the answer is \textbf{B}",B,B
"A book was sold for Rs 27.50 with a profit of 10%. If it were sold for Rs. 25.75, then would have been percentage of profit and loss ? Answer Choices: (A) 2% Profit (B) 3% Profit (C) 2% Loss (D) 3% Loss (E) 4% Loss
The book was sold for 27.50, with a 10% profit. So the cost is 27.50 / 1.1 = 25. The other price is 25.75. 25.75 - 25 is 0.75. So the loss is 3%. The answer is (D) 3% Loss.
Therefore, among A through E, the answer is \textbf{D}",D,B
,,B
"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be : Answer Choices: (A) Rs.1560 (B) Rs.1680 (C) Rs.1840 (D) Rs.1950 (E) Rs.1690
Let's break it down:

The bill is partly fixed, so it will be the same each month. The variable part is the number of calls.

In the first month, 540 calls were made, and the bill was Rs. 1800. So, the fixed part of the bill is:
Rs. 1800 - (number of calls * rate) = Rs. 1800 - (540 * r)
where r is the rate for 1 call.

In the second month, 620 calls were made, and the bill was Rs. 2040. So,
Rs. 1800 - (540 * r) + 620 * r = 2040
Simplifying the equation, we get:
280 = 80r
r = 3.5

Now, we know the rate for 1 call is 3.5. The third month, 500 calls were made, so the bill will be:
Rs. 1800 - (540 * 3.5) + 500 * 3.5 = Rs. 1690

The correct answer is (E) Rs. 1690.
Therefore, among A through E, the answer is \textbf{E}",E,B
"Two balls A and B rotate along a circular track. Ball A makes 2 full rotations in 26 minutes. Ball B makes 5 full rotation in 35 minutes. If they start rotating now from the same point, when will they be at the same starting point again? Answer Choices: (A) 1 hour and 31 minutes (B) 2 hour and 31 minutes (C) 3 hour and 31 minutes (D) 4 hour and 31 minutes (E) 5 hour and 31 minutes
Let's find the time it takes for both balls to complete one rotation. Ball A takes 26/2 = 13 minutes to complete one rotation. Ball B takes 35/5 = 7 minutes to complete one rotation. So, they will be at the same point after 13 and 7 minutes. 13 and 7 is 20. After 20 minutes, they will be at the same point. The answer is 20 + 31 = 51. 051 is not in the  Annie, so I will  Annie 2: The 2:  B 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:  2 2:
Therefore, among A through E, the answer is \textbf{E}",E,A
"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction? Answer Choices: (A) 10 (B) 15 (C) 18 (D) 20 (E) 30
Let's say the number of hardcover fiction books is x. We know that the number of hard cover books is 30, and the number of fiction books is 20. So we can set up the following equation: 30 - x + 20 - x = 45. 50 - 2x = 45. 2x = 5. The number of hard cover fiction books is 2. The answer is (B) 15.
Therefore, among A through E, the answer is \textbf{B}",B,D
,,A
"A number of friends decided to go on a picnic and planned to spend Rs. 96 on eatables. Four of them, however, did not turn up. As a consequence, the remaining ones had to contribute Rs. 4 extra, each. The number of those who attended the picnic was Answer Choices: (A) 8 (B) 12 (C) 16 (D) 24 (E) 25
Let the number of people who attended the picnic be x. They had to pay 96 - 4 = 92. The  others had to pay 4 each. So, x - 1 had to pay 4. 4(x - 1) = 92. x = 12. The answer is (B) 12.
Therefore, among A through E, the answer is \textbf{B}",B,A
"A wire in the shape of rectangle of length 27 cm and breadth 17 cm is rebent to form a square. What will be the measure of each side? Answer Choices: (A) 9 (B) 11 (C) 22 (D) 25 (E) 31
The area of the rectangle is 27 * 17 = 459 square cm. When it is bent to a square, the area is the square of the side. So, the side of the square is the square root of 459. The side is 21. The answer is (E) 21. 
Therefore, among A through E, the answer is \textbf{E}",E,C
"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ? Answer Choices: (A) Rs 400 (B) Rs 500 (C) Rs 600 (D) Rs 700 (E) Rs 800
Let's break it down step by step:

1. The man has 5 sons, 4 daughters, and 2 nephews, so there are a total of 5 + 4 + 2 = 11 children and nephews.
2. The man gives the money to all of them, so the total amount is 8600.
3. Each daughter receives four times as much as each nephew, so the daughter's share is 4 times the nephew's share.
4. Each son receives five times as much as each nephew, so the son's share is 5 times the nephew's share.
5. Let the nephew's share be x. Then, the daughter's share is 4x, the son's share is 5x, and the total share is 11x.
6. The total amount is 8600, so 11x = 8600. x = 8600/11 = 780.
7. The daughter's share is 4x = 4(780) = 3120.

The answer is (E) Rs 3120.
Therefore, among A through E, the answer is \textbf{A}",A,E
"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh? Answer Choices: (A) 12 (B) 28 (C) 27 (D) 58 (E) 91
A clever question!
Therefore, among A through E, the answer is \textbf{A}",A,D
"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets? Answer Choices: (A) 45 Min (B) 75 Min (C) 90 Min (D) 120 Min (E) 60 Min
A simple one!😊

Roy has to take 1 tablet every 15 minutes, so it will take 15 minutes for the first tablet, then 15 minutes for the second, and so on.
There are 5 tablets, so it will take 15 + 15 = 30 minutes for the first 2, then 30 + 15 = 45 minutes for the 3rd, and so on.
The 5th tablet will be 60 minutes after the first one, so the answer is 60 minutes.
Therefore, among A through E, the answer is \textbf{E}",E,E
"In a bag of red and green sweets, the ratio of red sweets to green sweets is 3:4. If the bag contains 120 green sweets, how many red sweets are there? Answer Choices: (A) 90 (B) 80 (C) 95 (D) 100 (E) 85
A nice ratio problem!

The ratio of red to green sweets is 3:4, so the number of red sweets is 3x and the number of green sweets is 4x, where x is a constant.

You are told that there are 120 green sweets, so 4x = 120. To find x, divide by 4: x = 30.

Now, the number of red sweets is 3x = 3(30) = 90.

So, the correct answer is (A) 90.
Therefore, among A through E, the answer is \textbf{A}",A,A
"A club consists of members whose ages are in A.P. The common difference being 3 months. If the youngest member of the club is just 7 years old and the sum of the ages of all the members is 250, then number of members in the club are : Answer Choices: (A) 18 (B) 20 (C) 25 (D) 26 (E) 27
Let the number of members be x. The sum of the ages of all the members is 7 + (7 + 3) + (7 + 2*3) +... + (7 + 3(x-1)). This is a AP with first term 7 and last term 7 + 3x. So the sum is (x/2)(7 + 7 + 3x) = 16x. We are given that the sum is 250, so 16x = 250. x = 16. The answer is (B) 20.
Therefore, among A through E, the answer is \textbf{B}",B,C
"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift? Answer Choices: (A) D/ (M-3)  (B) MD/3 (C) M/ (D-3)  (D) 3D/ (M2-3M)  (E) None of these
A nice simple one!

If M men agree to purchase a gift, they will each pay Rs. D / M.

3 men drop out, so there are M - 3 men left. The total they will pay is still Rs. D, so each will pay: D / (M - 3)

So, the answer is (A) D/ (M-3).
Therefore, among A through E, the answer is \textbf{A}",A,D
"At what price should the Karan mark a sewing machine that costs him Rs. 1200/- so that even after offering a 20% discount, he makes 20% profit? Answer Choices: (A) 1,879 (B) 1,875 (C) 1,876 (D) 1,872 (E) 1,800
Let the selling price be x. After 20% discount, the price is 0.8x. It is equal to the cost plus the 20% of the cost. So 0.8x = 1200 + 0.2 * 1200 0.8x = 1600 x = 2000. The answer is (E) 1, 800.
Therefore, among A through E, the answer is \textbf{E}",E,E
"Train ‘A’ leaves Mumbai Central for Lucknow at 11 am, running at the speed of 40 kmph. Train ‘B’ leaves Mumbai Central for Lucknow by the same route at 2 pm on the same day, running at the speed of 72 kmph. At what time will the two trains meet each other? Answer Choices: (A) 12 am on the next day (B) 5 am on the next day (C) 5 pm on the next day (D) 2 pm on the next day (E) None of these
A nice simple question!Let's break it down:

Train A leaves at 11 am and Train B leaves at 2 pm, so the time when they are both on the move is 2 pm.

Train A is moving at 40 kmph, so it will cover a distance of 40 km in 1 hour.
Train B is moving at 72 kmph, so it will cover a distance of 72 km in 1 hour.

In 1 hour, the distance between them will be: 40 km + 72 km = 112 km

So, they will meet after 1 hour. 2 pm + 1 hour = 3 pm.

The next day, they will not meet at 12 am, 5 am, 5 pm. The correct answer is (D) 3 pm, but it is not given. So, the answer is (E) None of these.
Therefore, among A through E, the answer is \textbf{E}",E,A
"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ? Answer Choices: (A) 22 (B) 60 (C) 28 (D) 26 (E) 18
Let's break it down. Mark says, ""If you give me half your money, I will have 75"". This means Mark will have 75, so you (John) have 2 x 75 = 150. John says, ""If you give me one third of your money, I will have 75"". This means you (John) will have 75, so he gives you 75 and he has 75. 75 is one third of 225.
Therefore, among A through E, the answer is \textbf{B}",B,B
"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it? Answer Choices: (A) 15 (B) 28 (C) 30 (D) 53 (E) 59
The number of water lilies doubles every 2 days. So after 2 days, it will be 2. After 4 days, it will be 4. After 6 days, it will be 8. After 8 days, it will be 16. The 16 will be 1 after 2 days. The 1 was 2 days ago, so it was 64  10 days ago. The  A  is 10. The  is 10. The  is 10. The  is 10. The  is 10. The  is 10. The 10  is 10. The 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 10  is 10. 
Therefore, among A through E, the answer is \textbf{B}",B,D
"x men working x hours per day can do x units of a work in x days. How much work can be completed by y men working y hours per day in y days? Answer Choices: (A) x2/y2 units (B) y3/x2 units (C) x3/y2 units (D) y2/x2 units (E) None of these
A classic trick question! Let's break it down:

1. x men work x hours a day, so they work x*x = x^2 hours a day.
2. They can do x units of work in x days, so they do x units of work per day.
3. Now, y men work y hours a day, so they work y*y = y^2 hours a day.
4. They will work for y days, so they will work y^2 hours in total.
5. They can do the same amount of work as x men, so they will do x units of work.

The answer is x.
Therefore, among A through E, the answer is \textbf{A}",A,B
"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F? Answer Choices: (A) 12 (B) 10 (C) 5 (D) 15 (E) 20
A quadrilateral must have 4 sides.  The 5 points are A, B, C, D, and E.  If you pick 4 of the 5, you will be able to form a quadrilateral.  The 4 that you pick will be 3 of the 5, and the F.  You can pick 3 of the 5 in 5C3 = 10 ways.  The answer is 10.  B 
Therefore, among A through E, the answer is \textbf{B}",B,D
"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD? Answer Choices: (A) 80° (B) 130° (C) 140° (D) 160° (E) 220°
Since B bisects arc AC, then arc AB is 80°. Arc AC is 160°, so arc BC is 80°. The total of the three is 160°. The answer is  (A) 80°.
Therefore, among A through E, the answer is \textbf{A}",A,B
"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation? Answer Choices: (A) 5% (B) 15% (C) 25% (D) 35% (E) 45%
Let $x$ be the percentage of the employees who take a summer vacation but not a winter vacation. Then 75 - 40 + $x$ is the people who take a winter, and 20 is the people who do not take a  vacation. So 100 = 75 - 40 + 20 + $x$, and $x$ = 5. The 5 is (A).
Therefore, among A through E, the answer is \textbf{A}",A,A
,,D
"During one season, a tennis team won 20 matches and lost 30% of their matches. What was the number of matches that the team lost? Answer Choices: (A) 70 (B) 30 (C) 3 (D) 7 (E) 5
The team won 20 matches, so the total is 20 + x. 30% of the total is 0.3x. We are told that 0.3x is the number of matches the team lost, so 0.3x = 30. x is 100, so the total is 20 + 100 = 120. The team lost 30 of the 120, so the answer is 30.  B
Therefore, among A through E, the answer is \textbf{B}",B,C
"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes? Answer Choices: (A) 750pi (B) 1500pi (C) 1875pi (D) 3000pi (E) 7500pi
The fan runs at 300 revolutions per minute. So in 30 seconds it runs 30 / 60 = 1/2 revolutions. The point travels a distance of 10 cm per revolution, so it travels 10 * (1/2) = 5 cm. The answer is 5 * pi. 5 * pi is π5. The only one is (A) 750π. 750π is 750π.
Therefore, among A through E, the answer is \textbf{A}",A,D
"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfies Answer Choices: (A) 20 < x < 54 (B) 23 < x < 58 (C) 25 < x < 64 (D) 28 < x < 60 (E) None of these
A nice algebra question!

Let's simplify the expression: \begin{align*}
x &= \frac{n^2 + 2\sqrt{n(n+4)} + 16}{n+4\sqrt{n}+4} \\
&= \frac{(n+2)^2}{n+4\sqrt{n}+4} \quad (\text{complete the square}) \\
&= 2 - \frac{4n-8}{n+4\sqrt{n}+4}
\end{align*}Now, we are given that $36 \leq n \leq 72$, so $4 \sqrt{n} \leq 12$, which means $n + 4\sqrt{n} + 4 \geq 12$. This gives \begin{align*}
x &= 2 - \frac{4n-8}{n+4\sqrt{n}+4} \\
&\leq 2 - \frac{4n-8}{12} \\
&= \frac{16-4n}{12} \\
&< 2.
\end{align*}The only answer that is correct is (C) 25 < x < 64.
Therefore, among A through E, the answer is \textbf{C}",C,D
"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle? Answer Choices: (A) 50 m (B) 75 m (C) 100 m (D) 125 m (E) 150 m
A space shuttle is moving at a constant speed. It takes 5 seconds to pass a point, so the length of the shuttle is 5 x, where x is the speed. It also takes 40 seconds to go 700 m, so the speed is 700 / 40 = 17.5. 5x = 17.5, so x = 3.5. The length of the shuttle is 5 * 3.5 = 17.5. The answer is not in the choices.  I will  choose  B  The  answer  is  75  =  5  3 .  B  5  3  8  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  5  3  
Therefore, among A through E, the answer is \textbf{B}",B,C
"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join? Answer Choices: (A) 2 months (B) 4 months (C) 23 months (D) 24 months (E) 84 months
Let's break it down:

A starts with 40,000.
B joins after 2 months with 60,000, so the total is 40,000 + 60,000 = 100,000.
The business has been running for 2 months, so it has 2 months of profit.
C joins after some time, so let's call the number of months he joins after B x.
The total profit is 375,000, and C's share is 150,000, so the rest is 225,000.
A and B's profit is 100,000 + (x + 2) months of profit = 100,000 + 100y, where y is the monthly profit.
A and B's profit is 225,000, so 100,000 + 100y = 225,000, y = 1.25.
A and B's profit is 100,000 + 1.25 months = 101.25.
C's profit is 150,000, so he got 101.25 + x months of profit.
The business has been running for 1 year, so the total months is 12.
101.25 + x = 12, x = 
Therefore, among A through E, the answer is \textbf{B}",B,B
"A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper? Answer Choices: (A) 8.75 (B) 8.79 (C) 8.75 (D) 8.71 (E) 8.72
A nice problem!

The square has a side of 20 cm, so its area is 20 × 20 = 400 cm².

The two semi-circles have a diameter of 20 cm, so their radius is 10 cm. The area of each semi-circle is (1/2) × π × 10² = 50π cm².

There are two semi-circles, so the total area of the semi-circles is 2 × 50π = 100π cm².

If these semi-circles are cut out, the area of the remaining paper is the area of the square minus the area of the semi-circles:
400 - 100π
To simplify, I'll approximate π as 3.14:
400 - 100 × 3.14 = 400 - 314 = 86.00

The answer is not in the options, but I can help you with that. The answer is 86.00. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"An athlete runs M miles in 4 hours, then rides a bike N miles in the same number of hours. Which of the following represents the average speed, in miles per hour, for these two activities combined? Answer Choices: (A) M + N / 8 (B) 2M + N / 8 (C) M + N / 4 (D) M + 3N / 8 (E) M + N / 5
The athlete runs M miles in 4 hours, so the average speed is M / 4 = M / 4. The athlete bikes N miles in 4 hours, so the average speed is N / 4. The average of the two is (M + N) / 8. The answer is (D)  M + 3N / 8.
Therefore, among A through E, the answer is \textbf{C}",C,A
