input,pred_after,GT
"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted? Answer Choices: (A) forest (B) street (C) air (D) caused by humans (E) car show
The correct answer is C) air. The man saw the pollution in the sky, so the air is what is polluted. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"What is a very unlikely side effect of becoming inebriated? Answer Choices: (A) fights (B) drunkenness (C) staggering (D) puke (E) paralysis
The correct answer is E. paralysis.  While you may feel some effects of the alcohol, it is very unlikely you will be paralyzed. The other options are all possible.
Therefore, among A through E, the answer is \textbf{E}",E,E
"when communicating with my boss what should i do Answer Choices: (A) misunderstandings (B) transfer of information (C) learning (D) confusion (E) silence
The correct answer is (B) transfer of information.  You should be clear with your boss, so (B) is the best.  2019-05-21 09: 21: 00  2019 05 21 09 21 00  201  9  21  0  0  0  0  0  0  0  0  0  0   0  0  0  0  0   0  0   0  0  0  0  0   0  0  0  0  0   0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0   0   0   0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
Therefore, among A through E, the answer is \textbf{A}",A,B
"If not in a stream but in a market where will you find fish? Answer Choices: (A) stream (B) aquarium (C) refrigerator (D) boat ride (E) market
The correct answer is E) market. You will find a fish seller in the market, not the fish. 
Therefore, among A through E, the answer is \textbf{E}",E,C
"What are people likely to want to do with their friends? Answer Choices: (A) own land (B) own home (C) talk to each other (D) believe in god (E) spend time
The correct answer is (E) spend time. 
Therefore, among A through E, the answer is \textbf{E}",E,E
,,E
"What is the likely result of buying products in excess? Answer Choices: (A) running out of money (B) spending money (C) poverty (D) comparison shopping (E) overstocking
The correct answer is E) overstocking.  You are buying in excess, so you will have a lot of the same thing.  E is the  answer.
Therefore, among A through E, the answer is \textbf{E}",E,E
"What is a person trying to accomplish when taking analgesics? Answer Choices: (A) acceptance (B) avoid pain (C) acknowledgment (D) passing grade (E) intellectual challenge
The correct answer is (B) avoid pain.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where would you put a glass after drinking from it? Answer Choices: (A) ocean (B) water cooler (C) cabinet (D) dishwasher (E) dining room
I would choose (B) water cooler. After drinking, you usually put the glass back where it was, so the water cooler. 
Therefore, among A through E, the answer is \textbf{E}",E,D
"Where would you buy food? Answer Choices: (A) freezer (B) store (C) home (D) hatred (E) kitchen
The correct answer is (B) store. 
Therefore, among A through E, the answer is \textbf{B}",B,B
,,E
"Where do play a game for money? Answer Choices: (A) casino (B) football ground (C) ballpark (D) family room (E) toy store
The correct answer is (A) casino.  You can play a game for money at a casino.
Therefore, among A through E, the answer is \textbf{A}",A,A
"When you travel you should what in case of unexpected costs? Answer Choices: (A) go somewhere (B) energy (C) spend frivilously (D) fly in airplane (E) have money
The correct answer is (E) have money.  You should have some money in case of unexpected costs when you travel.
Therefore, among A through E, the answer is \textbf{E}",E,E
"Donald is a prominent figure for the federal government, so in what city does he likely spend a lot of time? Answer Choices: (A) everything (B) capitol building (C) tourist sites (D) canada (E) washington d.c
The correct answer is (E) washington d.c.
Therefore, among A through E, the answer is \textbf{E}",E,E
"There was more than one bum asking for change or a ticket, it was the cheapest way to travel so it was no surprise sight at the what? Answer Choices: (A) train station (B) beach (C) bus depot (D) bridge (E) stumblebum
The correct answer is (E) stumblebum. The question is asking you to complete the sentence, and you were given the answer.  A stumblebum is a person who is down on their luck, so it is likely that there were many beggers at the stupid stupid  E. 
Therefore, among A through E, the answer is \textbf{E}",E,C
"John and Joe like planning games but Joe  was hit by a ball and fell down. What might have happened to Joe. Answer Choices: (A) anger (B) good natured ribbing. (C) enjoying (D) injury (E) enjoyment
The correct answer is (D) injury.
Therefore, among A through E, the answer is \textbf{D}",D,D
"Where can you buy jeans at one of may indoor merchants? Answer Choices: (A) gap (B) shopping mall (C) bedroom (D) laundromat (E) bathroom
The correct answer is (B) shopping mall.  You can buy jeans at the indoor merchants in the shopping mall.
Therefore, among A through E, the answer is \textbf{A}",A,B
"What do you write letter in in America? Answer Choices: (A) syllable (B) post office (C) envelope (D) english alphabet (E) word
The correct answer is (C) envelope. In the United States, you would write a letter in an envelope. 
Therefore, among A through E, the answer is \textbf{C}",C,D
"Joe owned back taxes as well as what other type of taxes? Answer Choices: (A) anterior (B) front (C) main (D) front (E) current
The correct answer is D) front. Joe owns back taxes, which are taxes he owes, so he owns front taxes is the correct statement. 
Therefore, among A through E, the answer is \textbf{D}",D,E
"Where is a broadcast studio likely to be heard? Answer Choices: (A) microphone (B) arena (C) radio station (D) trees (E) town
The correct answer is C) radio station. A broadcast studio is where they record the broadcast, so you would hear it on the radio station. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"Kramer wrote a self-referential book.  What might that book be about? Answer Choices: (A) counter (B) coffee table (C) school room (D) backpack (E) bedside table
A clever question! The answer is the one that is self-referential.  So, the book is about: (A) A counter  It is a book that I am counting, so it is a counter  2019-07-24 14:45:11
Therefore, among A through E, the answer is \textbf{A}",A,B
"Of all the sports, Billy enjoys football, but what does his concerned mother think of the sport? Answer Choices: (A) very entertaining (B) fun (C) slow (D) competitive (E) violent
The correct answer is (E) violent.
Therefore, among A through E, the answer is \textbf{E}",E,E
"What city will likely have many parking structures? Answer Choices: (A) chicago (B) big city (C) large city building (D) environment (E) college campus
The correct answer is A) chicago.  Chicago is a big city, so it will have many parking structures.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Sally was afraid of danger and always double checked what? Answer Choices: (A) fight enemy (B) secure (C) being safe (D) safety (E) vicinity
The correct answer is (C) being safe. Sally is being safe by double checking, so she is afraid of not being safe. 
Therefore, among A through E, the answer is \textbf{C}",C,D
"What is the habitat of the fox? Answer Choices: (A) hen house (B) burrow (C) california (D) england (E) mountains
The correct answer is B) burrow. Foxes typically live in burrows, which they dig themselves. 
Therefore, among A through E, the answer is \textbf{B}",B,E
,,B
"They children loved having a back yard, and the parents loved that it was a safe what? Answer Choices: (A) suburb (B) neighborhood (C) back of house (D) roundabout (E) property
The correct answer is (E) property. The question is asking what the parents loved, and the answer is the property, not the suburb or neighborhood. 
Therefore, among A through E, the answer is \textbf{E}",E,B
"While people just throw coins down them now, what originally had a pail to be lowered for it's intended use? Answer Choices: (A) garage (B) utility room (C) slide (D) wishing well (E) garden
The correct answer is (D) wishing well. A wishing well typically has a pail or a lid that you can lower to make a wish and throw a coin in. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what? Answer Choices: (A) surface of earth (B) teardrops (C) snowflake (D) typhoon (E) motor
The correct answer is B) teardrops. You were in the water, so you were crying, and the teardrops are what they could not hear. 
Therefore, among A through E, the answer is \textbf{B}",B,D
"When a human is earning money, where are they often found? Answer Choices: (A) deep thought (B) park (C) friend's house (D) place of work (E) school
The correct answer is (D) place of work. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"They passed a apple tree on their way to the racetrack, the were going to watch the biggest motorsport spectacle in the world where? Answer Choices: (A) maryland (B) indiana (C) on tv (D) park (E) new jersey
The answer is C) on tv. They saw a tree, so they are not at the location, they are watching it on the tree. 
Therefore, among A through E, the answer is \textbf{C}",C,B
,,B
"What do you need energy to do in gym class? Answer Choices: (A) work (B) tacos (C) mass (D) play sports (E) wrestle
You are in a gym, so the correct answer is (D) play sports.  I will be
Therefore, among A through E, the answer is \textbf{A}",A,D
"Sarah dropped the marble because she wanted to do what? Answer Choices: (A) game (B) pouch (C) home (D) store (E) jar
The answer is not here. You did not tell me the correct options.  Was it (A) a game?
Therefore, among A through E, the answer is \textbf{A}",A,A
"We are all human, and we all what? Answer Choices: (A) write (B) eat cake (C) smile (D) think critically (E) die
The correct answer is (C) smile. The question is ""We are all human, and we all what?"" and the answer is a thing that all humans do, so it is (C) 
Therefore, among A through E, the answer is \textbf{C}",C,E
"If a person were going to bed, what would be their goal? Answer Choices: (A) lazy (B) insomnia (C) rest (D) falling asleep (E) dreaming of
The correct answer is (C) rest.
Therefore, among A through E, the answer is \textbf{C}",C,D
"What are candles good for eliminating? Answer Choices: (A) shelf (B) board (C) church (D) table (E) dark
A candle question! The answer is (E) dark. Candles are good for eliminating darkness.  Was that correct?
Therefore, among A through E, the answer is \textbf{E}",E,E
,,B
"What room would you find many bookcases and is used for contemplation? Answer Choices: (A) study (B) house (C) homw (D) kitchen (E) den
The correct answer is (A) study. A study is a room where you can find many bookcases, and it is a quiet space where you can be alone and think, so it is used for contemplation. 
Therefore, among A through E, the answer is \textbf{A}",A,A
,,C
"The player lifted his cornet and walked in rhythm, what was the player a member of? Answer Choices: (A) museum (B) high school band (C) marching band (D) orchestra (E) band
The correct answer is (B) high school band. The fact that the player is walking in rhythm and playing a cornet suggests that they are a musician, and the fact that they are playing a cornet in (B) is a common instrument in a high school band. 
Therefore, among A through E, the answer is \textbf{B}",B,C
"What happens at soon as a living being is born? Answer Choices: (A) expiration (B) growing older (C) sometimes bad (D) death (E) start reproduction
The correct answer is E) start reproduction. When a living being is born, it is just starting out, so it is beginning to reproduce. 
Therefore, among A through E, the answer is \textbf{E}",E,B
"When someone is talking and you missed something, what can you do to get them to repeat it? Answer Choices: (A) walking (B) ask question (C) think (D) write question in crayon (E) sneeze
The correct answer is (B) ask question.  You can simply ask the person to repeat what they said, and they will.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where does one store fabric in their own home? Answer Choices: (A) sewing room (B) clothing store (C) tailor shop (D) clothes store (E) cotton mill
The correct answer is (A) sewing room. You can store your fabric in a sewing room, where you can also do your sewing. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"What do most companies not want to have relative to demand? Answer Choices: (A) oversupply (B) plentitude (C) stockpile (D) superabundance (E) busy
The correct answer is A) oversupply. Most companies do not want to have an oversupply of a product, because it can be a waste of resources and they may not be able to sell it. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"What is happening while he's playing basketball for such a long time? Answer Choices: (A) sweating (B) pain (C) having fun (D) medium (E) knee injury
The correct answer is (C) having fun.  He is playing basketball, so he is having a good time. The other options are not right.
Therefore, among A through E, the answer is \textbf{C}",C,A
"A traveler laments the fact that mass transit is limited in his city when his groceries get soaked by the rain as he waits where? Answer Choices: (A) bus stop (B) library (C) motel (D) airport (E) subway
The correct answer is (A) bus stop. The traveler is at the bus stop, and his groceries got soaked in the rain, so he is l 
Therefore, among A through E, the answer is \textbf{A}",A,A
"The person was in physical distress, where should he go? Answer Choices: (A) synagogue (B) for help (C) hospital (D) bus stop (E) building
The correct answer is (C) hospital. The person is in physical distress, so they should go to a hospital to get the help they need. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"The cancer patient was expecting to die, so he made out his what? Answer Choices: (A) not to live (B) write will (C) never want (D) seek help (E) go to hell
The correct answer is (B) write will. The cancer patient is expecting to die, so he is going to write his will. 
Therefore, among A through E, the answer is \textbf{B}",B,B
,,B
"If you partied all night you could find yourself already what, even when just beginning work? Answer Choices: (A) getting tired (B) working (C) procrastination (D) jumping (E) sitting down
The answer is A) getting tired. If you partied all night, you will be tired when you are just beginning work. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"The cat carefully navigated the area, they do everything they can to avoid what? Answer Choices: (A) get wet (B) eat vegetables (C) falling (D) wool sweater (E) sharp claws
The correct answer is (C) falling. The sentence says the cat ""carefully navigated the area"", so it is trying not to fall. 
Therefore, among A through E, the answer is \textbf{C}",C,A
"What is someone usually doing if someone else is talking to him or her? Answer Choices: (A) listening (B) language (C) looking at eyes (D) planning the perfect murder (E) voice
The correct answer is (A) listening. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"What does the sky do before a rain? Answer Choices: (A) appear beautiful (B) appear blue (C) shows a rainbow (D) rain water (E) cloud over
The correct answer is (E) cloud over. Before it rains, the sky often becomes overcast with clouds. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"Pens, computers, text books and paper clips can all be found where? Answer Choices: (A) desktop (B) university (C) drawer (D) table (E) work
The answer is (C) drawer. You can find pens, computers, text books, and paper clips in a drawer. 
Therefore, among A through E, the answer is \textbf{C}",C,B
"What geographic area is a lizard likely to be? Answer Choices: (A) ball stopped (B) west texas (C) arid regions (D) garden (E) warm place
The correct answer is (C) arid regions or (E) warm place. Lizards are often found in arid and warm areas. 
Therefore, among A through E, the answer is \textbf{C}",C,B
"What do you use to carry your briefcase? Answer Choices: (A) office building (B) school (C) courtroom (D) airport (E) hand
I am a computer so I  E) hand
Therefore, among A through E, the answer is \textbf{E}",E,E
"He picked up his pace to a run, he wanted to do what? Answer Choices: (A) learn to walk (B) frightened (C) get away from (D) exercise (E) go faster
The correct answer is E) go faster. He was already walking, so he picked up his pace to go faster.
Therefore, among A through E, the answer is \textbf{E}",E,E
,,D
"As a result of dying, what happens to organic material? Answer Choices: (A) change of color (B) stop breathing (C) wake up (D) death and decay (E) getting cold
The correct answer is (D) death and decay. When something or someone dies, the organic material will start to break down and decay. 
Therefore, among A through E, the answer is \textbf{D}",D,D
"What does everyone have in relation to other people? Answer Choices: (A) feelings (B) food (C) unique personality (D) different standards (E) values
The correct answer is (C) unique personality.  Everybody has a unique personality, so you have the same as other people.
Therefore, among A through E, the answer is \textbf{A}",A,A
"What do you ask a child to do when you first meet her? Answer Choices: (A) ask questions (B) count to ten (C) costume (D) state name (E) dress herself
The correct answer is (D) state her name. When you first meet a child, it is proper to ask her to state her name. 
Therefore, among A through E, the answer is \textbf{C}",C,D
"Where can you buy a clock, clothing and wrenches? Answer Choices: (A) counter (B) train station (C) school room (D) desk (E) department store
The correct answer is (E) department store. You can buy a clock, clothing, and a wrench at a department store. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"What do you do when you're in a new place and want to see new things? Answer Choices: (A) interesting (B) look around (C) take pictures (D) change of surroundings (E) new experience
The correct answer is B) look around.  I am an artificial agent, I do not have a preference, but I will be B)  Reply.
Therefore, among A through E, the answer is \textbf{B}",B,B
"What happens when to ice when it is in the sun? Answer Choices: (A) carved (B) melted (C) ice cream (D) antarctica (E) sculptured
The correct answer is (B) melted. When you put ice in the sun, it will melt. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where can you store your dishes in your dwelling? Answer Choices: (A) drawer (B) shelf (C) pantry (D) apartment (E) cabinet
The correct answer is E) cabinet.  You can store your dishes in a cabinet in your dwelling.
Therefore, among A through E, the answer is \textbf{A}",A,B
"The man laid on the soft moss and looked up at the trees, where was the man? Answer Choices: (A) niagra falls (B) forest (C) waterfall (D) ground (E) tree
The correct answer is (B) forest. The question says the man laid on the soft moss, so he is in a forest. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"What is someone doing if he or she is sitting quietly and his or her eyes are moving? Answer Choices: (A) reading (B) meditate (C) fall asleep (D) bunk (E) think
The correct answer is (A) reading.  If the person is sitting quietly and their eyes are moving, they are likely reading a book.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Where can I find a stapler in many places? Answer Choices: (A) desk drawer (B) office building (C) manual (D) office supply store (E) desktop
The correct answer is (D) office supply store. You can find a stapler in many places at the store. 
Therefore, among A through E, the answer is \textbf{D}",D,B
"A man takes a seat at a museum outside of Barcelona, where is he likely? Answer Choices: (A) in cinema (B) martorell (C) falling down (D) show (E) airplane
A simple one!

The answer is B) Martorell. The museum is outside of Barcelona, so the man is likely in Martorell, which is a town near Barcelona.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where would you find a toy soldier that is being played with? Answer Choices: (A) toy box (B) movies (C) child's hand (D) toybos (E) child park
The correct answer is (C) child's hand. A toy soldier is being played with, so it is with the child. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"Where are you when you're about to use your plane ticket? Answer Choices: (A) pocket (B) terrorists hands (C) airport (D) sea ship (E) briefcase
I would choose (A) pocket.  You are getting ready to use the plane ticket, so it is in your pocket.
Therefore, among A through E, the answer is \textbf{A}",A,C
"Flowers make a good center focal point, just one of many arrangements that look good on a what? Answer Choices: (A) market (B) table (C) countryside (D) anthology (E) vase
The answer is E) vase. Flowers make a good center, so it will look good on a vase.
Therefore, among A through E, the answer is \textbf{E}",E,B
,,D
"Batman bought beer.  There were no bottles available.  He had to settle for what?. Answer Choices: (A) shelf (B) soccer game (C) keg (D) can (E) refrigerator
A clever one! Batman bought beer, so he had to settle for a (C) keg.  KEG is a type of beer container.
Therefore, among A through E, the answer is \textbf{C}",C,D
"You can find a monkey in what West African region on the Gulf of Guinea Answer Choices: (A) south american country (B) rain forest (C) pay debts (D) works (E) nigeria
The correct answer is E) nigeria.  Nigeria is a country in the West African region on the Gulf of Guinea, and you can find a monkey there. The other options are not correct.
Therefore, among A through E, the answer is \textbf{E}",E,E
"Surprising an angry person could lead to what? Answer Choices: (A) humor (B) fight (C) jocose (D) laughter (E) accidents
The correct answer is (B) fight. Surprising an angry person can make them even more angry, so you are more likely to have a fight. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where is a dining area likely to be small? Answer Choices: (A) cruise ship (B) home (C) mall (D) restaurant (E) dark cave
The correct answer is (B) home.  A dining area in a home is likely to be small, while the other options are all places where you would find a dining area that is not small.
Therefore, among A through E, the answer is \textbf{B}",B,B
,,C
"James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what? Answer Choices: (A) exhilaration (B) interactions (C) head injuries (D) death (E) having fun
The correct answer is C) head injuries.
Therefore, among A through E, the answer is \textbf{C}",C,C
"More people should lower the guard and just have fun, we don't got long just what? Answer Choices: (A) enjoy living (B) happy (C) enjoyable (D) get laid (E) do enjoy
The correct answer is D) get laid. The phrase ""we don't got long"" is a common way to say you, and the, so it is  olleying you to have fun.
Therefore, among A through E, the answer is \textbf{D}",D,A
"Where can you get a lizard to keep in your home? Answer Choices: (A) desert country (B) dessert (C) pet shop (D) tropical areas (E) zoo
The correct answer is (C) pet shop. You can buy a lizard from a pet shop and keep it in your home. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"What would use a musical instrument? Answer Choices: (A) guitar (B) music room (C) orchestra (D) case (E) movie
The correct answer is (A) guitar. A guitar is a musical instrument, so you would use it.
Therefore, among A through E, the answer is \textbf{A}",A,C
"She was in an affair, what did that end upon discovery by her husband? Answer Choices: (A) relationship (B) marriage (C) fidelity (D) love (E) divorce
The correct answer is (E) divorce.  Since she was caught, the marriage is over, so it is (E) divorce.
Therefore, among A through E, the answer is \textbf{E}",E,B
,,B
"If a reception is held with hotel guests walking by, what is the likely venue? Answer Choices: (A) room service (B) church basement (C) lobby (D) large room (E) country club
The correct answer is (C) lobby.  A reception is being held, and you are likely to be in the same building as the hotel guests, so it is the lobby.
Therefore, among A through E, the answer is \textbf{C}",C,C
"What is a place that is far away from your house and where you could consume beer? Answer Choices: (A) refrigerator (B) friend's house (C) keg (D) neighbor's house (E) kitchen
The correct answer is (B) friend's house.  A friend's house is a place that is far away from your house, and you can consume beer there.  The other options are not correct. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"If a court case is dismissed after hearing testimony, what would be a likely cause? Answer Choices: (A) change of heart (B) anguish (C) anger (D) boredom (E) anxiety
The correct answer is (D) boredom. If a court case is dismissed after hearing testimony, it is likely that the case was not going well for the   so the judge ended it.  Boring is the reason.  Reply  is  =  =  =  =  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43   44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63   64  65  66 
Therefore, among A through E, the answer is \textbf{A}",A,A
"Sitting down quickly after eating beans could lead to what? Answer Choices: (A) flatulence (B) happiness (C) laziness (D) fall asleep (E) comfort
A classic one! :)(A)  is the answer. Sitting down quickly after eating beans can cause you to be uncomfortable and likely to have a gas, so A  is the best choice.  Feb 21, 2018
Therefore, among A through E, the answer is \textbf{A}",A,A
"John was my neighbor, it was easy to talk to him. He was never what? Answer Choices: (A) away (B) distant (C) remote person (D) bore (E) foe
The correct answer is B  IOCTL Johannes was a B to you.  So, he was not B, a  B.
Therefore, among A through E, the answer is \textbf{B}",B,B
"Where do people want to have a lot of coffee? Answer Choices: (A) table (B) office (C) desk (D) kitchen (E) ocean
I think you can just choose (B) office.  People usually want to have a coffee at their office.
Therefore, among A through E, the answer is \textbf{A}",A,B
"You stop and have food all around you, what are you? Answer Choices: (A) stay alive (B) wanted to survive (C) nutrition (D) grew (E) full
The correct answer is (E) full. You stop and have food all around you, so you are full. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"James was meeting a friend.  They had planed a slow day. They didn't want to do much.  They just wanted what? Answer Choices: (A) relaxation (B) panic (C) alarm (D) joy (E) cheer
The correct answer is (A) relaxation.  They just wanted to have a slow day, so they will be relaxing.
Therefore, among A through E, the answer is \textbf{A}",A,A
"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what? Answer Choices: (A) sturdy (B) faithful (C) bound (D) compact (E) packaged
The correct answer is D. compact. The man is looking for a small car, so he says he will buy it. 
Therefore, among A through E, the answer is \textbf{A}",A,D
"Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where? Answer Choices: (A) arizona (B) farm yard (C) michigan (D) german field (E) dairy farm
The correct answer is C) Michigan. The question is asking where, and you are.  The other options are not right.
Therefore, among A through E, the answer is \textbf{C}",C,C
"It's Friday night and Alice puts off going to bed because she plans on doing what Saturday? Answer Choices: (A) hatred (B) sleeping in (C) rest (D) making love (E) insomnia
The correct answer is (B) sleeping in.  You are just asking about her plan for Saturday, so it is (B).
Therefore, among A through E, the answer is \textbf{B}",B,B
"His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate? Answer Choices: (A) eastern united states (B) michigan (C) map (D) choppers (E) american city
The correct answer is (C) map.  He is asking his passenger to navigate, so he is giving the map to the passenger.
Therefore, among A through E, the answer is \textbf{C}",C,C
"What would someone use a personal key for? Answer Choices: (A) car stand (B) at hotel (C) own home (D) front door (E) bus depot
The correct answer is (B) at hotel. A personal key is a key that is given to you, so you at the hotel. 
Therefore, among A through E, the answer is \textbf{B}",B,C
"The cat kept pestering it's owner, it was that time of the day and it was what? Answer Choices: (A) litter tray (B) whiskers (C) hungry (D) feline (E) thirsty
The answer is C) hungry. The text says ""The cat kept pestering it's owner, it was that time of the day and it was what?"" so the cat is hungry at that time of the day. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"Her voice lent her to the alto section, what group did she join? Answer Choices: (A) symphony (B) concerto (C) choir (D) theater troupe (E) marching band
The answer is C) choir. The question says her voice ""lent"" to the alto section, so she is joining a choir. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"Where are you likely to find a Japanese restaurant not run by people from Japan? Answer Choices: (A) california (B) downtown (C) large town (D) tokio (E) china town
The correct answer is (A) california. 
Therefore, among A through E, the answer is \textbf{A}",A,A
"Animals who have hair and don't lay eggs are what? Answer Choices: (A) reproduce asexually (B) males (C) mammals (D) attack (E) ocean
The correct answer is (C) mammals.
Therefore, among A through E, the answer is \textbf{C}",C,C
"John was an aristocratic fox hunter.  Where might he live? Answer Choices: (A) england (B) new hampshire (C) street (D) arkansas (E) north dakota
A classic question! 😊

The answer is A) England. The question says he is an ""aristocratic fox hunter"", so he is likely to be from a country with a rich hunting culture and a monarchic system. England is the most likely. 
Therefore, among A through E, the answer is \textbf{A}",A,B
"Where is a grape likely to be being fed to someone else? Answer Choices: (A) field (B) bathroom (C) michigan (D) minnesota (E) painting
A grape is being fed to someone, so it is not in a (A) field. A bathroom is not a place where you would be fed, so (B) is not the answer.  The other options are not right. The answer is a 5.  2  ####  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1 
Therefore, among A through E, the answer is \textbf{A}",A,E
,,D
"Sam couldn't get back to sleep because of a dream he had.  It was a what? Answer Choices: (A) awake (B) horror (C) dreamworker (D) reality (E) nightmare
The correct answer is (B) horror. The question is asking what the dream was, and you said it, so it was a horror. 
Therefore, among A through E, the answer is \textbf{B}",B,E
"If you're going to a party in a new town what are you hoping to make? Answer Choices: (A) getting drunk (B) making new friends (C) new contacts (D) doing drugs (E) set home
I'm happy to help! The correct answer is (B) making new friends. 
Therefore, among A through E, the answer is \textbf{B}",B,B
"How is riding a bike getting it to move? Answer Choices: (A) practice (B) sense of balance (C) driving (D) good balance (E) pedalling
The correct answer is (E) pedalling.  You are pedalling the bike, so it is moving.
Therefore, among A through E, the answer is \textbf{E}",E,E
"Where does one usually keep literature? Answer Choices: (A) books and magazines (B) own home (C) kitchen (D) shelf (E) meeting
The correct answer is (D) shelf. You can keep your literature on a shelf at your (B) own home. 
Therefore, among A through E, the answer is \textbf{A}",A,D
"WHat type of keyboard is made up of one or more pipe divisions? Answer Choices: (A) killing (B) typewriter (C) office (D) terminal (E) organ
The correct answer is (E) organ. An organ keyboard is made up of one or more pipe divisions. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"The bell rang, and the congregation began to what in to the church? Answer Choices: (A) run away (B) wind instrument (C) funnel (D) blunderbuss (E) associated with telephones
The correct answer is E) associated with telephones. The bell rang, so the congregation will be answered by the ring, not by the other options. 
Therefore, among A through E, the answer is \textbf{E}",E,C
"James needed smooth sandpaper, but instead he got what type? Answer Choices: (A) rough (B) non smooth (C) uneven (D) plastic (E) bumpy
The answer is (A) rough. James needed smooth, so he got the opposite, which is rough.
Therefore, among A through E, the answer is \textbf{A}",A,A
"Where would you borrow furniture if you do not have any? Answer Choices: (A) sewer (B) neighbor's house (C) apartment (D) room (E) floor
The correct answer is (B) neighbor's house.  If you do not have any, you can ask your neighbor for a borrow.
Therefore, among A through E, the answer is \textbf{B}",B,B
"What must happen for an animal to and it's offspring to continue livng? Answer Choices: (A) death (B) flying (C) reproducing (D) food consumed (E) eventually die
The correct answer is (C) reproducing. An animal and its offspring will continue to live if the animal reproduces, and the offspring is born healthy. 
Therefore, among A through E, the answer is \textbf{C}",C,C
"I want my wine stored in darkness, where should it go? Answer Choices: (A) movies (B) bed (C) moon (D) vault (E) cellar
The correct answer is (E) cellar. A cellar is a cool, dark place where you can store your wine. 
Therefore, among A through E, the answer is \textbf{E}",E,E
"If I want to open a steakhouse, what should I get first? Answer Choices: (A) michigan (B) florida (C) wine (D) texas (E) building
You can do this!  I will help you. The correct answer is (E) building.  You should get the building first to open a steakhouse.  2019  10  15  12  11  9  8  4  7  6  3  4  1  2  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1                                                                                                         
Therefore, among A through E, the answer is \textbf{E}",E,E
"Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what? Answer Choices: (A) serious (B) longplay (C) musical (D) eat cake (E) doing nothing
The correct answer is E, doing nothing. Sarah is not going to a serious or long thing, and she is not playing a musical.  She will be doing a little nothing, so E is the best.
Therefore, among A through E, the answer is \textbf{E}",E,C
,,D
,,A
"What did the adult do before the job interview? Answer Choices: (A) work (B) dress himself (C) marry (D) dress herself (E) drive train
I think you can just choose (D) dress herself. The question is asking what the person did before the job interview, and you were already told the  Answer is.  4assistant I was mistaken! The correct answer is (D) dress herself. You were about to a job interview, so you dressed yourself.  Thanks!
Therefore, among A through E, the answer is \textbf{D}",D,B
"Most items in retail stores are what even when they are on sale? Answer Choices: (A) overpriced (B) purchase (C) expensive (D) park (E) buying
The correct answer is A) overpriced. When items are on sale, they are not overpriced, so the statement is a trick. 
Therefore, among A through E, the answer is \textbf{A}",A,A
